date,pcod_from,pcod_to,travellers,abnormality,travellers_diffwithref,travellers_pctchangewithref
2020-02-05,HT0111-01,HT0213-03,90,0.17,0.2,0.1
2020-02-05,HT0111-01,HT0213-04,90,0.4,0.38,0.2
2020-02-05,HT0111-01,HT0214-03,90,0.67,0.76,0.4
2020-02-05,HT0111-01,HT0221-01,70,0.45,0.45,0.35
2020-02-05,HT0111-01,HT0221-05,80,0.51,0.44,0.3
2020-02-05,HT0111-01,HT0221-09,80,-0.17,-0.15,-0.1
2020-02-05,HT0111-01,HT0222-01,80,0.67,0.7,0.4
2020-02-05,HT0111-01,HT0222-06,70,-0.22,-0.23,-0.15
2020-02-05,HT0111-01,HT0231-01,130,-0.08,-0.12,-0.05
2020-02-05,HT0111-01,HT0231-02,120,0.37,0.48,0.2
2020-02-05,HT0111-01,HT0231-03,60,-0.67,-0.65,-0.55
2020-02-05,HT0111-01,HT0231-04,80,0,0,0
2020-02-05,HT0111-01,HT0231-05,130,-0.25,-0.38,-0.15
2020-02-05,HT0111-01,HT0231-06,70,0.17,0.17,0.1
2020-02-05,HT0111-01,HT0231-07,90,0.13,0.15,0.1
2020-02-05,HT0111-01,HT0232-01,110,0.22,0.27,0.15
2020-02-05,HT0111-01,HT0233-01,150,0,0,0
2020-02-05,HT0111-01,HT0233-02,60,0.51,0.33,0.3
2020-02-05,HT0111-01,HT0234-01,90,0.56,0.62,0.35
2020-02-05,HT0111-01,HT0311-01,150,0.4,0.71,0.32
2020-02-05,HT0111-01,HT0311-02,990,0.05,0.6,0.06
2020-02-05,HT0111-01,HT0311-03,640,0.22,1.62,0.19
2020-02-05,HT0111-01,HT0312-01,130,-0.34,-0.57,-0.26
2020-02-05,HT0111-01,HT0312-02,120,0.51,0.8,0.39
2020-02-05,HT0111-01,HT0313-01,120,0.34,0.48,0.26
2020-02-05,HT0111-01,HT0313-02,100,-0.67,-0.87,-0.58
2020-02-05,HT0111-01,HT0313-03,230,0.48,1.28,0.39
2020-02-05,HT0111-01,HT0321-01,80,0.34,0.41,0.32
2020-02-05,HT0111-01,HT0321-02,200,-0.19,-0.47,-0.13
2020-02-05,HT0111-01,HT0321-03,90,-0.11,-0.12,-0.06
2020-02-05,HT0111-01,HT0322-01,110,-0.4,-0.54,-0.32
2020-02-05,HT0111-01,HT0322-02,160,-0.4,-0.74,-0.32
2020-02-05,HT0111-01,HT0322-03,100,0,0,0
2020-02-05,HT0111-01,HT0323-01,80,-0.67,-0.81,-0.65
2020-02-05,HT0111-01,HT0323-02,130,0.11,0.16,0.06
2020-02-05,HT0111-01,HT0323-03,70,0.51,0.4,0.39
2020-02-05,HT0111-01,HT0331-05,70,0.45,0.57,0.58
2020-02-05,HT0111-01,HT0331-06,200,0.19,0.43,0.13
2020-02-05,HT0111-01,HT0332-01,70,0.22,0.38,0.32
2020-02-05,HT0111-01,HT0332-02,120,0.11,0.16,0.06
2020-02-05,HT0111-01,HT0341-01,60,0.22,0.3,0.32
2020-02-05,HT0111-01,HT0341-03,70,0,0,0
2020-02-05,HT0111-01,HT0341-04,360,0.17,0.67,0.13
2020-02-05,HT0111-01,HT0342-01,60,-0.67,-0.86,-0.91
2020-02-05,HT0111-01,HT0342-03,70,0.22,0.21,0.19
2020-02-05,HT0111-01,HT0342-04,170,0.54,0.97,0.39
2020-02-05,HT0111-01,HT0343-01,110,0.56,0.74,0.45
2020-02-05,HT0111-01,HT0343-02,70,0.39,0.33,0.32
2020-02-05,HT0111-01,HT0343-03,60,1.35,1.23,1.36
2020-02-05,HT0111-01,HT0344-01,270,-0.34,-0.98,-0.26
2020-02-05,HT0111-01,HT0344-02,130,0.11,0.18,0.06
2020-02-05,HT0111-01,HT0345-01,80,-0.27,-0.24,-0.19
2020-02-05,HT0111-01,HT0351-01,90,-0.17,-0.19,-0.13
2020-02-05,HT0111-01,HT0351-03,110,0.84,1.32,0.78
2020-02-05,HT0111-01,HT0351-07,130,0.13,0.24,0.13
2020-02-05,HT0111-01,HT0352-02,170,-0.22,-0.45,-0.19
2020-02-05,HT0111-01,HT0352-03,60,-0.27,-0.2,-0.19
2020-02-05,HT0111-01,HT0352-05,70,0.29,0.25,0.26
2020-02-05,HT0111-01,HT0352-06,80,0.45,0.53,0.45
2020-02-05,HT0111-01,HT0361-03,80,0.27,0.25,0.19
2020-02-05,HT0111-01,HT0361-04,180,-0.45,-0.93,-0.32
2020-02-05,HT0111-01,HT0361-05,520,0,0,0
2020-02-05,HT0111-01,HT0362-02,160,0.13,0.25,0.13
2020-02-05,HT0111-01,HT0371-01,60,0.22,0.19,0.19
2020-02-05,HT0111-01,HT0371-05,60,0.67,0.63,0.65
2020-02-05,HT0111-01,HT0371-07,220,0.34,0.86,0.26
2020-02-05,HT0111-01,HT0371-08,90,0.45,0.44,0.32
2020-02-05,HT0111-01,HT0372-01,150,-0.27,-0.46,-0.19
2020-02-05,HT0111-01,HT0372-08,70,0.1,0.08,0.06
2020-02-05,HT0111-01,HT0411-01,80,0.34,0.3,0.13
2020-02-05,HT0111-01,HT0421-01,240,0.16,0.41,0.06
2020-02-05,HT0111-01,HT0423-01,60,-0.17,-0.15,-0.1
2020-02-05,HT0111-01,HT0431-03,140,-0.15,-0.23,-0.06
2020-02-05,HT0111-01,HT0433-01,60,-0.22,-0.18,-0.1
2020-02-05,HT0111-01,HT0443-02,70,-0.84,-0.72,-0.32
2020-02-05,HT0111-01,HT0511-01,820,0.11,0.99,0.04
2020-02-05,HT0111-01,HT0511-02,360,0.16,0.69,0.07
2020-02-05,HT0111-01,HT0511-03,110,0.67,0.75,0.26
2020-02-05,HT0111-01,HT0511-04,60,0,0,0
2020-02-05,HT0111-01,HT0512-01,90,0.34,0.34,0.15
2020-02-05,HT0111-01,HT0512-02,80,0,0,0
2020-02-05,HT0111-01,HT0512-04,60,0,0,0
2020-02-05,HT0111-01,HT0513-01,140,0.4,0.65,0.18
2020-02-05,HT0111-01,HT0513-02,70,-0.39,-0.3,-0.15
2020-02-05,HT0111-01,HT0521-02,60,0.17,0.15,0.11
2020-02-05,HT0111-01,HT0521-03,190,0.21,0.47,0.07
2020-02-05,HT0111-01,HT0521-04,60,-0.27,-0.18,-0.11
2020-02-05,HT0111-01,HT0521-06,90,-0.13,-0.14,-0.07
2020-02-05,HT0111-01,HT0521-07,60,0.34,0.27,0.18
2020-02-05,HT0111-01,HT0521-08,70,0.11,0.09,0.04
2020-02-05,HT0111-01,HT0523-02,240,0.3,0.88,0.15
2020-02-05,HT0111-01,HT0531-01,100,-0.13,-0.14,-0.04
2020-02-05,HT0111-01,HT0531-02,230,0.14,0.4,0.07
2020-02-05,HT0111-01,HT0531-04,80,-0.22,-0.21,-0.11
2020-02-05,HT0111-01,HT0531-05,230,0.18,0.5,0.07
2020-02-05,HT0111-01,HT0531-06,410,0.05,0.23,0.04
2020-02-05,HT0111-01,HT0532-01,200,-0.11,-0.25,-0.04
2020-02-05,HT0111-01,HT0532-02,150,0.37,0.64,0.15
2020-02-05,HT0111-01,HT0532-03,110,-0.34,-0.4,-0.15
2020-02-05,HT0111-01,HT0532-04,210,-0.11,-0.26,-0.04
2020-02-05,HT0111-01,HT0532-05,150,0.2,0.35,0.07
2020-02-05,HT0111-01,HT0532-06,80,0.17,0.18,0.07
2020-02-05,HT0111-01,HT0533-01,200,0.16,0.37,0.07
2020-02-05,HT0111-01,HT0533-02,110,0.48,0.66,0.22
2020-02-05,HT0111-01,HT0541-01,130,0,0,0
2020-02-05,HT0111-01,HT0541-02,140,0.08,0.13,0.04
2020-02-05,HT0111-01,HT0541-03,320,0.03,0.11,0
2020-02-05,HT0111-01,HT0541-04,130,0,0,0
2020-02-05,HT0111-01,HT0541-05,90,-0.13,-0.14,-0.07
2020-02-05,HT0111-01,HT0542-01,200,-0.06,-0.13,-0.04
2020-02-05,HT0111-01,HT0542-02,80,-0.45,-0.38,-0.18
2020-02-05,HT0111-01,HT0542-03,390,0.05,0.22,0.04
2020-02-05,HT0111-01,HT0542-04,210,0.06,0.13,0.04
2020-02-05,HT0111-01,HT0542-05,110,0,0,0
2020-02-05,HT0111-01,HT0542-06,130,0.16,0.25,0.07
2020-02-05,HT0111-01,HT0543-01,90,-0.11,-0.13,-0.04
2020-02-05,HT0111-01,HT0544-01,150,0.07,0.13,0.04
2020-02-05,HT0111-01,HT0551-01,170,0.37,0.73,0.15
2020-02-05,HT0111-01,HT0551-03,150,0.07,0.12,0.04
2020-02-05,HT0111-01,HT0551-04,90,-0.34,-0.37,-0.15
2020-02-05,HT0111-01,HT0551-05,70,-0.27,-0.29,-0.15
2020-02-05,HT0111-01,HT0551-06,90,0.17,0.19,0.07
2020-02-05,HT0111-01,HT0551-07,110,0,0,0
2020-02-05,HT0111-01,HT0551-08,160,0.45,0.87,0.22
2020-02-05,HT0111-01,HT0552-01,100,0.45,0.55,0.22
2020-02-05,HT0111-01,HT0611-01,250,0.15,0.4,0.06
2020-02-05,HT0111-01,HT0611-02,60,0.34,0.26,0.12
2020-02-05,HT0111-01,HT0611-03,90,-0.4,-0.41,-0.15
2020-02-05,HT0111-01,HT0611-04,100,0.34,0.4,0.12
2020-02-05,HT0111-01,HT0612-01,170,0.06,0.11,0.03
2020-02-05,HT0111-01,HT0612-03,70,0.4,0.37,0.15
2020-02-05,HT0111-01,HT0613-01,100,0.19,0.24,0.06
2020-02-05,HT0111-01,HT0613-04,60,0.4,0.28,0.12
2020-02-05,HT0111-01,HT0614-01,90,0.34,0.38,0.12
2020-02-05,HT0111-01,HT0621-01,170,0.1,0.21,0.03
2020-02-05,HT0111-01,HT0621-03,70,-0.34,-0.29,-0.12
2020-02-05,HT0111-01,HT0621-04,340,0,0,0
2020-02-05,HT0111-01,HT0622-01,100,0.56,0.54,0.18
2020-02-05,HT0111-01,HT0622-02,80,-0.27,-0.24,-0.09
2020-02-05,HT0111-01,HT0622-03,80,0.2,0.18,0.06
2020-02-05,HT0111-01,HT0623-01,60,0.27,0.18,0.09
2020-02-05,HT0111-01,HT0623-02,130,-0.22,-0.32,-0.06
2020-02-05,HT0111-01,HT0623-03,120,0,0,0
2020-02-05,HT0111-01,HT0631-01,60,-0.34,-0.24,-0.12
2020-02-05,HT0111-01,HT0631-02,110,0.29,0.35,0.09
2020-02-05,HT0111-01,HT0632-01,150,0.15,0.27,0.06
2020-02-05,HT0111-01,HT0632-02,60,-0.11,-0.09,-0.03
2020-02-05,HT0111-01,HT0632-03,60,0.11,0.08,0.03
2020-02-05,HT0111-01,HT0633-02,80,0.54,0.49,0.18
2020-02-05,HT0111-01,HT0641-01,70,1.12,1.22,0.55
2020-02-05,HT0111-01,HT0641-02,80,-0.13,-0.13,-0.06
2020-02-05,HT0111-01,HT0642-01,130,0,0,0
2020-02-05,HT0111-01,HT0642-02,90,0.4,0.41,0.15
2020-02-05,HT0111-01,HT0711-01,250,0.19,0.54,0.13
2020-02-05,HT0111-01,HT0711-04,150,-0.34,-0.51,-0.19
2020-02-05,HT0111-01,HT0712-01,100,-0.67,-0.88,-0.57
2020-02-05,HT0111-01,HT0712-02,60,-0.45,-0.4,-0.38
2020-02-05,HT0111-01,HT0712-03,70,0.67,0.9,0.82
2020-02-05,HT0111-01,HT0714-02,70,1.12,1.5,1.33
2020-02-05,HT0111-01,HT0716-01,60,-0.67,-0.64,-0.63
2020-02-05,HT0111-01,HT0731-02,90,0.67,0.96,0.7
2020-02-05,HT0111-01,HT0731-03,70,1.35,1.24,1.08
2020-02-05,HT0111-01,HT0731-06,90,-0.45,-0.63,-0.44
2020-02-05,HT0111-01,HT0731-07,60,-0.51,-0.41,-0.38
2020-02-05,HT0111-01,HT0732-02,70,-0.67,-0.57,-0.51
2020-02-05,HT0111-01,HT0733-01,70,-0.22,-0.3,-0.25
2020-02-05,HT0111-01,HT0752-03,70,1.12,1.49,1.45
2020-02-05,HT0111-01,HT0911-01,120,0.12,0.18,0.02
2020-02-05,HT0111-01,HT0911-03,200,-0.12,-0.26,-0.02
2020-02-05,HT0111-01,HT0911-04,60,-0.27,-0.21,-0.07
2020-02-05,HT0111-01,HT0913-03,100,0.37,0.44,0.1
2020-02-05,HT0111-01,HT0921-02,90,0.17,0.18,0.05
2020-02-05,HT0111-01,HT0921-03,60,0.4,0.25,0.1
2020-02-05,HT0111-01,HT0934-01,60,0.67,0.42,0.17
2020-02-05,HT0111-01,HT0934-03,60,-0.13,-0.1,-0.05
2020-02-05,HT0111-01,HT1011-01,270,0.11,0.35,0.05
2020-02-05,HT0111-01,HT1011-03,60,0.17,0.12,0.11
2020-02-05,HT0111-01,HT1011-04,60,0.22,0.17,0.16
2020-02-05,HT0111-01,HT1021-02,80,-0.67,-0.53,-0.38
2020-02-05,HT0111-01,HT1023-03,70,-0.67,-0.66,-0.54
2020-02-05,HT0111-01,HT1025-01,70,0.9,0.94,0.7
2020-02-05,HT0111-02,HT0111-01,6940,-1.5,-133.12,-1.72
2020-02-05,HT0111-02,HT0111-03,2260,-1.49,-42.94,-1.72
2020-02-05,HT0111-02,HT0112-01,2060,-1.49,-39.29,-1.72
2020-02-05,HT0111-02,HT0113-09,460,-1.64,-9.82,-1.9
2020-02-05,HT0111-02,HT0113-10,1090,-1.61,-22.3,-1.81
2020-02-05,HT0111-02,HT0113-11,590,-1.49,-10.53,-1.63
2020-02-05,HT0111-02,HT0114-01,280,-1.87,-6.19,-1.99
2020-02-05,HT0111-02,HT0114-03,1640,-1.52,-31.56,-1.72
2020-02-05,HT0111-02,HT0114-04,60,-1.8,-1.42,-2.17
2020-02-05,HT0111-02,HT0114-05,830,-1.45,-15.32,-1.63
2020-02-05,HT0111-02,HT0115-01,120,-1.52,-2.2,-0.78
2020-02-05,HT0111-02,HT0115-03,60,-1.35,-1.1,-0.82
2020-02-05,HT0111-02,HT0117-01,1740,-1.46,-32.63,-1.63
2020-02-05,HT0111-02,HT0117-02,250,-1.27,-4.02,-1.44
2020-02-05,HT0111-02,HT0118-03,480,-1.8,-10.26,-1.9
2020-02-05,HT0111-02,HT0118-04,240,-1.35,-4.43,-1.63
2020-02-05,HT0111-02,HT0121-01,130,-1.69,-2.65,-0.87
2020-02-05,HT0111-02,HT0121-02,60,-1.85,-1.43,-1.08
2020-02-05,HT0111-02,HT0122-11,140,-1.27,-2.36,-0.69
2020-02-05,HT0111-02,HT0131-01,120,-1.52,-2.27,-1.63
2020-02-05,HT0111-02,HT0131-02,520,-1.71,-10.96,-1.9
2020-02-05,HT0111-02,HT0131-03,220,-1.87,-5.12,-2.08
2020-02-05,HT0111-02,HT0132-04,60,-1.57,-1.17,-0.87
2020-02-05,HT0111-02,HT0141-03,130,-1.57,-2.75,-0.91
2020-02-05,HT0111-02,HT0142-01,180,-1.35,-3.07,-0.74
2020-02-05,HT0111-02,HT0151-02,200,-1.12,-9.29,-1.9
2020-02-05,HT0111-02,HT0211-01,120,-1.01,-1.59,-0.7
2020-02-05,HT0111-02,HT0211-06,70,-2.02,-1.56,-1.11
2020-02-05,HT0111-02,HT0311-02,160,-1.64,-3.39,-1.36
2020-02-05,HT0111-02,HT0311-03,100,-1.85,-2.23,-1.36
2020-02-05,HT0111-02,HT0341-04,60,-0.45,-0.45,-0.45
2020-02-05,HT0111-02,HT0361-05,90,-0.67,-0.77,-0.58
2020-02-05,HT0111-02,HT0511-01,130,-1.75,-2.85,-0.77
2020-02-05,HT0111-02,HT0511-02,60,-1.08,-0.92,-0.55
2020-02-05,HT0111-02,HT0531-06,70,-1.21,-1.05,-0.55
2020-02-05,HT0111-02,HT0542-03,60,-1.75,-1.43,-0.8
2020-02-05,HT0111-03,HT0111-01,11930,1.72,242.3,1.9
2020-02-05,HT0111-03,HT0111-02,1890,1.74,38.46,1.9
2020-02-05,HT0111-03,HT0112-01,5250,1.7,105.92,1.9
2020-02-05,HT0111-03,HT0113-02,150,1.35,2.62,1.63
2020-02-05,HT0111-03,HT0113-03,70,0,0,0
2020-02-05,HT0111-03,HT0113-04,140,0.84,1.46,0.99
2020-02-05,HT0111-03,HT0113-07,120,2.02,3.47,2.62
2020-02-05,HT0111-03,HT0113-08,60,1.69,1.48,1.08
2020-02-05,HT0111-03,HT0113-09,2780,1.7,56.42,1.9
2020-02-05,HT0111-03,HT0113-10,5040,1.69,101.27,1.9
2020-02-05,HT0111-03,HT0113-11,2370,1.78,48.91,1.9
2020-02-05,HT0111-03,HT0114-01,630,1.61,12.38,1.81
2020-02-05,HT0111-03,HT0114-03,2800,1.72,56.85,1.9
2020-02-05,HT0111-03,HT0114-04,170,1.64,3.02,1.72
2020-02-05,HT0111-03,HT0114-05,2420,1.68,48.19,1.81
2020-02-05,HT0111-03,HT0115-01,340,1.76,7.34,0.95
2020-02-05,HT0111-03,HT0115-02,70,2.02,2.09,1.26
2020-02-05,HT0111-03,HT0115-03,150,1.5,2.74,0.82
2020-02-05,HT0111-03,HT0116-02,170,1.95,4.04,1.04
2020-02-05,HT0111-03,HT0116-03,70,1.21,0.9,0.61
2020-02-05,HT0111-03,HT0117-01,4700,1.73,94.93,1.9
2020-02-05,HT0111-03,HT0117-02,650,1.66,12.77,1.81
2020-02-05,HT0111-03,HT0118-03,1330,1.69,26.28,1.81
2020-02-05,HT0111-03,HT0118-04,690,1.5,12.66,1.72
2020-02-05,HT0111-03,HT0121-01,460,1.75,9.27,0.87
2020-02-05,HT0111-03,HT0121-02,200,1.35,3.38,0.74
2020-02-05,HT0111-03,HT0121-03,70,0.84,0.8,0.52
2020-02-05,HT0111-03,HT0121-04,60,1.62,1.23,0.91
2020-02-05,HT0111-03,HT0122-01,70,1.18,1.2,0.78
2020-02-05,HT0111-03,HT0122-11,490,1.72,10.26,0.91
2020-02-05,HT0111-03,HT0122-12,60,1.57,1.24,1
2020-02-05,HT0111-03,HT0123-01,190,2.02,4.38,1.04
2020-02-05,HT0111-03,HT0123-07,150,1.52,2.73,0.82
2020-02-05,HT0111-03,HT0131-01,330,1.47,6.06,1.63
2020-02-05,HT0111-03,HT0131-02,1540,1.76,31.85,1.9
2020-02-05,HT0111-03,HT0131-03,660,1.78,13.51,1.9
2020-02-05,HT0111-03,HT0131-04,60,0.9,1.37,1.08
2020-02-05,HT0111-03,HT0131-05,90,1.25,1.51,0.69
2020-02-05,HT0111-03,HT0131-09,70,1.12,1.68,1.08
2020-02-05,HT0111-03,HT0131-10,60,2.02,1.96,1.47
2020-02-05,HT0111-03,HT0132-01,120,1.35,2.11,0.78
2020-02-05,HT0111-03,HT0132-04,180,1.87,4.18,1.04
2020-02-05,HT0111-03,HT0133-03,100,2.02,2.66,1.17
2020-02-05,HT0111-03,HT0133-05,80,1.85,1.96,1.08
2020-02-05,HT0111-03,HT0135-01,120,1.62,2.14,0.78
2020-02-05,HT0111-03,HT0141-03,470,1.66,9.03,0.87
2020-02-05,HT0111-03,HT0142-01,680,1.69,13.58,0.91
2020-02-05,HT0111-03,HT0151-02,650,0.67,5.57,0.39
2020-02-05,HT0111-03,HT0211-01,420,1.85,9.16,1.11
2020-02-05,HT0111-03,HT0211-03,100,2.02,2.55,1.31
2020-02-05,HT0111-03,HT0211-04,70,1.01,1.1,0.81
2020-02-05,HT0111-03,HT0211-06,250,1.41,4.33,0.91
2020-02-05,HT0111-03,HT0211-08,60,1.85,1.56,1.31
2020-02-05,HT0111-03,HT0211-11,110,1.62,2.33,1.06
2020-02-05,HT0111-03,HT0212-01,170,1.2,2.67,0.81
2020-02-05,HT0111-03,HT0212-02,60,1.45,1.07,0.86
2020-02-05,HT0111-03,HT0212-03,140,2.16,3.32,1.26
2020-02-05,HT0111-03,HT0212-04,110,1.27,1.81,0.81
2020-02-05,HT0111-03,HT0212-05,100,1.35,1.63,0.86
2020-02-05,HT0111-03,HT0213-01,100,0.81,1.1,0.55
2020-02-05,HT0111-03,HT0213-02,140,1.87,2.92,1.11
2020-02-05,HT0111-03,HT0213-03,60,2.02,1.83,1.56
2020-02-05,HT0111-03,HT0213-04,60,1.18,0.89,0.75
2020-02-05,HT0111-03,HT0214-03,60,1.8,1.51,1.41
2020-02-05,HT0111-03,HT0231-01,60,1.21,1.11,0.91
2020-02-05,HT0111-03,HT0231-02,60,1.08,0.77,0.65
2020-02-05,HT0111-03,HT0231-05,70,1.69,1.27,0.96
2020-02-05,HT0111-03,HT0232-01,60,1.69,1.36,1.26
2020-02-05,HT0111-03,HT0233-01,80,1.52,1.91,1.26
2020-02-05,HT0111-03,HT0311-01,80,1.01,1.41,1.16
2020-02-05,HT0111-03,HT0311-02,530,1.8,11.16,1.36
2020-02-05,HT0111-03,HT0311-03,340,2.02,7.92,1.55
2020-02-05,HT0111-03,HT0312-01,70,2.25,2.83,2.65
2020-02-05,HT0111-03,HT0312-02,70,2.02,2.39,2.33
2020-02-05,HT0111-03,HT0313-01,70,0.67,0.65,0.65
2020-02-05,HT0111-03,HT0313-03,120,1.18,1.79,0.97
2020-02-05,HT0111-03,HT0321-02,110,2.02,2.81,1.68
2020-02-05,HT0111-03,HT0322-01,60,0.45,0.36,0.39
2020-02-05,HT0111-03,HT0322-02,90,1.57,1.73,1.29
2020-02-05,HT0111-03,HT0323-02,70,1.18,1.12,1.1
2020-02-05,HT0111-03,HT0331-06,110,2.19,2.82,1.68
2020-02-05,HT0111-03,HT0332-02,60,1.85,1.75,1.81
2020-02-05,HT0111-03,HT0341-04,190,2.22,5.15,1.81
2020-02-05,HT0111-03,HT0342-04,90,1.18,1.7,1.23
2020-02-05,HT0111-03,HT0343-01,60,0.67,0.6,0.65
2020-02-05,HT0111-03,HT0344-01,140,1.08,1.96,0.91
2020-02-05,HT0111-03,HT0344-02,70,0.9,0.72,0.71
2020-02-05,HT0111-03,HT0351-03,60,1.57,1.85,2.01
2020-02-05,HT0111-03,HT0351-07,70,1.8,1.91,1.68
2020-02-05,HT0111-03,HT0352-02,90,0.67,0.91,0.65
2020-02-05,HT0111-03,HT0361-04,100,2.19,3.01,1.94
2020-02-05,HT0111-03,HT0361-05,290,1.56,5.75,1.29
2020-02-05,HT0111-03,HT0362-02,90,1.35,1.51,1.1
2020-02-05,HT0111-03,HT0371-07,130,1.75,2.8,1.49
2020-02-05,HT0111-03,HT0372-01,90,2.02,2.75,2.07
2020-02-05,HT0111-03,HT0421-01,130,2.12,3.03,0.81
2020-02-05,HT0111-03,HT0431-03,70,0.94,0.82,0.39
2020-02-05,HT0111-03,HT0511-01,470,1.73,9.55,0.77
2020-02-05,HT0111-03,HT0511-02,200,1.93,4.61,0.84
2020-02-05,HT0111-03,HT0511-03,60,0.67,0.6,0.37
2020-02-05,HT0111-03,HT0513-01,80,0.9,0.87,0.4
2020-02-05,HT0111-03,HT0521-03,110,1.43,1.98,0.69
2020-02-05,HT0111-03,HT0523-02,130,1.42,2.39,0.66
2020-02-05,HT0111-03,HT0531-01,60,1.35,1.15,0.73
2020-02-05,HT0111-03,HT0531-02,130,1.35,2.11,0.58
2020-02-05,HT0111-03,HT0531-05,130,2.11,3.14,0.88
2020-02-05,HT0111-03,HT0531-06,240,1.6,4.42,0.69
2020-02-05,HT0111-03,HT0532-01,110,1.35,1.96,0.62
2020-02-05,HT0111-03,HT0532-02,90,1.89,1.8,0.77
2020-02-05,HT0111-03,HT0532-03,60,1.69,1.34,0.8
2020-02-05,HT0111-03,HT0532-04,120,1.6,2.43,0.73
2020-02-05,HT0111-03,HT0532-05,90,2.14,2.23,0.95
2020-02-05,HT0111-03,HT0533-01,100,1.83,2.32,0.88
2020-02-05,HT0111-03,HT0533-02,60,2.19,1.73,1.02
2020-02-05,HT0111-03,HT0541-01,80,1.21,1.2,0.58
2020-02-05,HT0111-03,HT0541-02,80,2.16,2.09,0.99
2020-02-05,HT0111-03,HT0541-03,180,1.54,3.49,0.69
2020-02-05,HT0111-03,HT0541-04,70,1.35,1.29,0.66
2020-02-05,HT0111-03,HT0542-01,120,1.52,2.32,0.77
2020-02-05,HT0111-03,HT0542-03,230,1.79,4.94,0.8
2020-02-05,HT0111-03,HT0542-04,110,2.25,2.69,0.91
2020-02-05,HT0111-03,HT0542-05,60,1.01,0.81,0.51
2020-02-05,HT0111-03,HT0542-06,70,1.46,1.09,0.62
2020-02-05,HT0111-03,HT0544-01,90,1.08,1.05,0.44
2020-02-05,HT0111-03,HT0551-01,90,1.91,2.08,0.84
2020-02-05,HT0111-03,HT0551-03,80,1.35,1.46,0.69
2020-02-05,HT0111-03,HT0551-07,60,1.18,0.91,0.55
2020-02-05,HT0111-03,HT0551-08,80,1.08,1.16,0.51
2020-02-05,HT0111-03,HT0611-01,130,1.55,2.32,0.58
2020-02-05,HT0111-03,HT0612-01,90,1.64,1.81,0.64
2020-02-05,HT0111-03,HT0621-01,90,1.64,1.76,0.61
2020-02-05,HT0111-03,HT0621-04,170,1.56,3.27,0.61
2020-02-05,HT0111-03,HT0623-02,70,1.62,1.29,0.61
2020-02-05,HT0111-03,HT0623-03,60,2.53,1.77,0.92
2020-02-05,HT0111-03,HT0631-02,60,1.21,1.06,0.58
2020-02-05,HT0111-03,HT0632-01,80,1.89,1.88,0.74
2020-02-05,HT0111-03,HT0642-01,70,1.52,1.14,0.52
2020-02-05,HT0111-03,HT0711-01,140,1.85,2.97,1.39
2020-02-05,HT0111-03,HT0711-04,80,1.8,2.05,1.58
2020-02-05,HT0111-03,HT0712-01,60,-0.22,-0.29,-0.32
2020-02-05,HT0111-03,HT0911-01,70,1.69,1.32,0.48
2020-02-05,HT0111-03,HT0911-03,110,2.02,2.6,0.58
2020-02-05,HT0111-03,HT0913-03,60,2.02,1.31,0.55
2020-02-05,HT0111-03,HT1011-01,160,1.83,3.35,1.19
2020-02-05,HT0112-01,HT0111-01,17360,0.64,124.06,0.63
2020-02-05,HT0112-01,HT0111-02,1680,0.7,12.71,0.72
2020-02-05,HT0112-01,HT0111-03,5120,0.64,36.05,0.63
2020-02-05,HT0112-01,HT0113-02,100,-0.45,-0.65,-0.54
2020-02-05,HT0112-01,HT0113-03,60,-0.45,-0.65,-0.99
2020-02-05,HT0112-01,HT0113-04,90,1.57,2.05,2.08
2020-02-05,HT0112-01,HT0113-07,100,-0.45,-0.58,-0.54
2020-02-05,HT0112-01,HT0113-09,1310,0.69,10.07,0.72
2020-02-05,HT0112-01,HT0113-10,3600,0.66,26.85,0.72
2020-02-05,HT0112-01,HT0113-11,2150,0.6,14.55,0.63
2020-02-05,HT0112-01,HT0114-01,1140,0.63,7.92,0.63
2020-02-05,HT0112-01,HT0114-03,3620,0.66,27.02,0.72
2020-02-05,HT0112-01,HT0114-04,390,0.56,2.49,0.54
2020-02-05,HT0112-01,HT0114-05,5850,0.63,41.3,0.63
2020-02-05,HT0112-01,HT0115-01,450,0.6,2.94,0.3
2020-02-05,HT0112-01,HT0115-02,60,-0.17,-0.14,-0.09
2020-02-05,HT0112-01,HT0115-03,300,0.49,1.78,0.26
2020-02-05,HT0112-01,HT0115-05,80,0,0,0
2020-02-05,HT0112-01,HT0116-02,180,0.37,0.78,0.17
2020-02-05,HT0112-01,HT0116-03,80,0.9,0.8,0.48
2020-02-05,HT0112-01,HT0117-01,6210,0.62,43.02,0.63
2020-02-05,HT0112-01,HT0117-02,2270,0.67,16.8,0.63
2020-02-05,HT0112-01,HT0118-03,4930,0.63,34.62,0.63
2020-02-05,HT0112-01,HT0118-04,1690,0.67,12.35,0.63
2020-02-05,HT0112-01,HT0121-01,560,0.61,3.71,0.3
2020-02-05,HT0112-01,HT0121-02,240,0.72,1.95,0.35
2020-02-05,HT0112-01,HT0121-03,80,0.34,0.32,0.17
2020-02-05,HT0112-01,HT0121-04,70,0.45,0.41,0.26
2020-02-05,HT0112-01,HT0122-01,90,0.17,0.17,0.09
2020-02-05,HT0112-01,HT0122-11,630,0.58,4.02,0.26
2020-02-05,HT0112-01,HT0122-12,70,1.01,1.06,0.65
