month,pcod,residents,residents_perKm2,arrived,departed,delta_arrived,residents_diffwithref,abnormality,residents_pctchangewithref
2020-03-01,HT0531-03,11230,240,960,1000,-40,-50,-0.74,-0.42
2020-03-01,HT0531-04,16310,170,2020,2060,-40,-40,-0.97,-0.27
2020-03-01,HT0531-05,61060,320,8090,8100,-20,-980,-4.8,-1.59
2020-03-01,HT0531-06,112410,3520,14370,14490,-120,590,0.14,0.53
2020-03-01,HT0532-01,42570,1270,5400,5290,110,90,1.12,0.21
2020-03-01,HT0532-02,26770,430,3450,3400,50,40,1.05,0.13
2020-03-01,HT0532-03,13460,430,1360,1300,60,-170,-1.96,-1.21
2020-03-01,HT0532-04,30600,290,3630,3620,10,-380,-4.97,-1.23
2020-03-01,HT0532-05,26900,360,2490,2520,-30,590,1.68,2.25
2020-03-01,HT0532-06,12570,310,840,800,40,70,1.95,0.57
2020-03-01,HT0533-01,20280,250,2310,2320,-10,-260,-2.43,-1.27
2020-03-01,HT0533-02,11850,180,1380,1370,10,-30,-0.47,-0.28
2020-03-01,HT0541-01,28020,740,3660,3560,90,-60,0,-0.2
2020-03-01,HT0541-02,30990,500,3970,3930,40,-60,-0.55,-0.19
2020-03-01,HT0541-03,72640,640,8820,8820,-10,-380,-1.78,-0.52
2020-03-01,HT0541-04,21990,220,3080,3080,0,140,3.94,0.64
2020-03-01,HT0541-05,11880,260,1040,990,50,-90,-1.25,-0.77
2020-03-01,HT0542-01,40290,840,4990,4890,100,-200,-0.64,-0.49
2020-03-01,HT0542-02,13570,410,1620,1580,40,50,0.83,0.34
2020-03-01,HT0542-03,68400,1060,8180,8230,-50,-150,-0.63,-0.22
2020-03-01,HT0542-04,24480,170,3460,3440,20,-50,-1.47,-0.18
2020-03-01,HT0542-05,15690,130,1370,1380,0,-120,-1.61,-0.73
2020-03-01,HT0542-06,16340,170,2000,2040,-30,-40,-0.59,-0.27
2020-03-01,HT0543-01,23850,470,3400,3200,200,10,0,0.02
2020-03-01,HT0544-01,39940,400,4700,4720,-20,220,1.08,0.54
2020-03-01,HT0551-01,30310,390,3110,3100,10,-440,-2.3,-1.44
2020-03-01,HT0551-03,26840,700,2680,2730,-50,-70,-0.93,-0.26
2020-03-01,HT0551-04,17030,260,2100,2020,80,-30,-0.68,-0.16
2020-03-01,HT0551-05,9910,220,1160,1160,0,0,0.99,0.03
2020-03-01,HT0551-06,14910,140,1190,1140,50,-30,-1.32,-0.22
2020-03-01,HT0551-07,19370,200,2060,2060,0,-10,-0.09,-0.06
2020-03-01,HT0551-08,25860,210,3140,3110,20,-50,-0.87,-0.18
2020-03-01,HT0552-01,18490,420,2530,2520,0,590,10.99,3.31
2020-03-01,HT0552-03,9110,290,820,820,0,-20,-0.63,-0.24
2020-03-01,HT0611-01,61590,340,7540,7760,-220,-20,-0.26,-0.03
2020-03-01,HT0611-02,16730,150,1560,1530,30,80,3.93,0.51
2020-03-01,HT0611-03,23320,190,1660,1700,-40,100,4.28,0.42
2020-03-01,HT0611-04,22980,130,1590,1540,50,90,0.53,0.39
2020-03-01,HT0612-01,34680,320,3930,3760,170,-730,-4.76,-2.07
2020-03-01,HT0612-02,9220,140,740,740,0,-10,-1.77,-0.09
2020-03-01,HT0612-03,14070,120,910,900,10,-10,-0.51,-0.1
2020-03-01,HT0613-01,25240,220,2040,2050,-10,-10,-0.43,-0.03
2020-03-01,HT0613-02,14310,200,1010,1010,0,,,
2020-03-01,HT0613-03,6520,100,480,470,0,0,2.06,0.03
2020-03-01,HT0613-04,16250,150,1350,1360,-10,-40,-5.18,-0.25
2020-03-01,HT0614-01,22960,150,1860,1840,10,-20,-0.32,-0.09
2020-03-01,HT0621-01,40940,580,5240,5560,-320,10,0.24,0.02
2020-03-01,HT0621-02,6950,70,580,580,0,0,,0
2020-03-01,HT0621-03,11500,140,930,860,70,-170,-1.47,-1.49
2020-03-01,HT0621-04,77750,1050,7850,8030,-180,-550,-1.47,-0.71
2020-03-01,HT0622-01,14290,310,1610,1620,-10,120,0.76,0.86
2020-03-01,HT0622-02,10470,170,1050,1040,10,100,2.53,0.95
2020-03-01,HT0622-03,8650,240,1220,1200,30,0,0.33,0.04
2020-03-01,HT0623-01,9480,100,710,730,-30,-50,-1.19,-0.48
2020-03-01,HT0623-02,21700,180,2320,2280,40,-340,-3.53,-1.54
2020-03-01,HT0623-03,23240,160,1940,1950,-10,80,2.42,0.34
2020-03-01,HT0631-01,14380,210,1250,1230,20,40,0.12,0.27
2020-03-01,HT0631-02,30370,390,2410,2410,0,-300,-4.46,-0.99
2020-03-01,HT0632-01,49230,370,3290,3250,50,-90,-1.3,-0.19
2020-03-01,HT0632-02,17770,170,1020,1020,0,-20,-0.45,-0.14
2020-03-01,HT0632-03,18160,270,1520,1490,30,60,1.19,0.31
2020-03-01,HT0633-01,8670,170,770,770,0,0,-0.97,-0.05
2020-03-01,HT0633-02,25520,220,1840,1840,0,-110,-2.06,-0.42
2020-03-01,HT0641-01,19940,130,1500,1500,0,0,,0
2020-03-01,HT0641-02,23810,190,1870,1870,10,-100,-1.8,-0.43
2020-03-01,HT0641-03,12150,140,900,900,0,-10,-6.01,-0.06
2020-03-01,HT0642-01,38160,330,4020,4140,-120,330,2.7,0.88
2020-03-01,HT0642-02,27170,220,1900,1900,0,-30,-2.12,-0.12
2020-03-01,HT0711-01,72650,1380,12290,12450,-160,-140,-2.12,-0.2
2020-03-01,HT0711-02,7860,200,1140,1140,0,0,0,0
2020-03-01,HT0711-03,11120,300,1550,1550,0,-10,-1.85,-0.07
2020-03-01,HT0711-04,41460,1700,6440,6410,20,80,0,0.19
2020-03-01,HT0711-05,7620,270,860,860,0,0,0,0
2020-03-01,HT0711-06,8530,240,1340,1340,0,,,
2020-03-01,HT0712-01,27620,650,5130,5120,10,-10,-0.73,-0.04
2020-03-01,HT0712-02,17600,360,3020,3020,0,,,
2020-03-01,HT0712-03,18510,350,2830,2830,0,0,0,0
2020-03-01,HT0712-04,7870,180,1060,1060,0,0,0,0
2020-03-01,HT0713-01,6780,270,1050,1050,0,0,0,0
2020-03-01,HT0713-02,15280,470,1860,1890,-30,20,0,0.14
2020-03-01,HT0713-03,10520,110,1340,1340,0,0,,0
2020-03-01,HT0714-01,13960,520,1600,1600,0,0,0,0
2020-03-01,HT0714-02,18930,280,3220,3220,0,0,0,0
2020-03-01,HT0714-03,9940,310,1660,1660,0,0,,0
2020-03-01,HT0715-01,8770,290,1290,1290,0,0,,0
2020-03-01,HT0715-02,5860,130,820,820,0,0,,0
2020-03-01,HT0715-03,8710,160,1150,1150,0,0,0,0
2020-03-01,HT0716-01,14450,320,1720,1720,0,0,0,0
2020-03-01,HT0721-01,13070,300,1470,1470,0,-10,-1.45,-0.04
2020-03-01,HT0721-02,5910,420,990,990,0,0,,0
2020-03-01,HT0722-02,6620,310,700,700,0,0,0,0
2020-03-01,HT0722-03,8070,350,1220,1220,0,0,0,0
2020-03-01,HT0723-01,2460,310,400,400,0,0,0,0
2020-03-01,HT0723-02,14760,450,2190,2080,110,-40,-0.21,-0.3
2020-03-01,HT0723-03,10250,1150,1550,1550,0,0,0.64,0.03
2020-03-01,HT0731-01,8440,100,1310,1310,0,0,0,0
2020-03-01,HT0731-02,16800,420,1720,1720,0,0,0,0
2020-03-01,HT0731-03,14450,360,1930,1930,0,0,0,0
2020-03-01,HT0731-04,6310,50,940,940,0,0,,0
2020-03-01,HT0731-05,7530,290,1260,1260,0,0,0,0
2020-03-01,HT0731-06,16920,250,2190,2190,0,0,0,0
2020-03-01,HT0731-07,11520,90,2120,2120,0,10,1.34,0.13
2020-03-01,HT0731-08,7230,250,1010,1010,0,0,0,0
2020-03-01,HT0731-09,8000,160,1050,1050,0,0,0.09,0.01
2020-03-01,HT0731-10,9480,230,1460,1460,0,0,0,0
2020-03-01,HT0732-01,2680,150,430,430,0,0,,0
2020-03-01,HT0732-02,16770,580,2360,2360,0,-20,-4.85,-0.12
2020-03-01,HT0732-03,11600,450,1220,1220,0,10,2.6,0.08
2020-03-01,HT0732-04,7810,320,970,970,0,0,0,0
2020-03-01,HT0732-05,4850,290,770,770,0,0,,0
2020-03-01,HT0732-06,6710,280,980,980,0,0,0,0
2020-03-01,HT0732-07,5070,220,670,670,0,0,0,0
2020-03-01,HT0732-08,4950,230,680,680,0,0,0,0
2020-03-01,HT0733-01,15500,270,2800,2800,0,0,0,0
2020-03-01,HT0733-02,13310,240,1860,1860,0,0,0,0
2020-03-01,HT0733-03,6290,170,900,900,0,0,,0
2020-03-01,HT0733-04,7090,150,970,970,0,0,0,0
2020-03-01,HT0733-05,1920,60,220,220,0,0,0,0
2020-03-01,HT0741-01,6040,230,850,850,0,0,0,0
2020-03-01,HT0741-02,10060,390,1340,1340,0,0,0,0
2020-03-01,HT0741-03,3400,190,420,420,0,0,0,0
2020-03-01,HT0742-01,11450,520,1720,1720,0,0,0,0
2020-03-01,HT0742-02,5700,160,870,870,0,0,0,0
2020-03-01,HT0743-01,12440,450,2070,2070,0,,,
2020-03-01,HT0743-02,1750,230,250,250,0,0,,0
2020-03-01,HT0743-03,3120,220,430,430,0,0,,0
2020-03-01,HT0751-01,8920,170,1310,1310,0,0,0,0
2020-03-01,HT0751-02,5460,120,690,690,0,0,0,0
2020-03-01,HT0751-03,8800,460,1210,1210,0,0,,0
2020-03-01,HT0752-01,4990,220,660,660,0,0,0,0
2020-03-01,HT0752-02,3310,70,430,430,0,0,,0
2020-03-01,HT0752-03,19350,380,2420,2420,0,0,,0
2020-03-01,HT0753-01,10600,350,1470,1470,0,0,0,0
2020-03-01,HT0753-02,2250,60,300,300,0,0,,0
2020-03-01,HT0753-03,5390,110,650,650,0,0,,0
2020-03-01,HT0753-04,3460,120,490,490,0,0,0,0
2020-03-01,HT0811-01,7170,220,740,740,0,0,0,0
2020-03-01,HT0811-02,13620,250,980,980,0,0,0,0
2020-03-01,HT0811-03,21930,170,2070,2070,0,0,0,0
2020-03-01,HT0811-04,10090,340,730,730,0,0,0,0
2020-03-01,HT0811-05,12710,320,1030,1070,-40,20,0.78,0.18
2020-03-01,HT0811-06,14200,320,1060,1060,0,0,,0
2020-03-01,HT0811-07,7740,270,690,680,10,-30,-1.32,-0.35
2020-03-01,HT0811-08,24010,930,2180,2190,0,-10,-1.15,-0.04
2020-03-01,HT0811-09,23780,710,2120,2120,0,-70,-1.1,-0.27
2020-03-01,HT0812-01,8210,450,860,860,0,0,0,0
2020-03-01,HT0812-02,11340,400,840,840,0,0,0,0
2020-03-01,HT0812-04,9850,350,1020,1020,0,0,,0
2020-03-01,HT0813-01,8890,260,660,660,0,0,0,0
2020-03-01,HT0814-01,14140,640,1130,1130,0,0,0,0
2020-03-01,HT0814-02,6320,60,490,490,0,0,,0
2020-03-01,HT0814-03,10470,220,820,820,0,0,0,0
2020-03-01,HT0815-01,12740,450,1120,1120,0,0,0,0
2020-03-01,HT0815-02,12820,280,1020,1020,0,0,0,0
2020-03-01,HT0821-01,14710,1120,1110,1110,0,0,0,0
2020-03-01,HT0821-02,7640,190,670,670,0,0,,0
2020-03-01,HT0821-03,7690,300,740,740,0,0,0,0
2020-03-01,HT0822-01,5690,240,400,400,0,0,0,0
2020-03-01,HT0822-03,13500,790,1060,1060,0,0,0,0
2020-03-01,HT0822-04,5530,260,470,470,0,0,,0
2020-03-01,HT0823-01,12380,180,1070,1070,0,0,0,0
2020-03-01,HT0823-02,5990,160,590,590,0,0,0,0
2020-03-01,HT0823-03,4000,190,240,240,0,0,,0
2020-03-01,HT0831-01,10360,210,870,870,0,0,0,0
2020-03-01,HT0831-03,2260,110,160,160,0,0,0,0
2020-03-01,HT0832-01,7250,150,650,650,0,0,0,0
2020-03-01,HT0832-02,12060,130,1230,1210,20,-30,-1.93,-0.24
2020-03-01,HT0832-03,7900,260,710,710,0,0,0,0
2020-03-01,HT0832-04,7740,200,530,510,20,-40,-4.92,-0.47
2020-03-01,HT0833-01,18670,200,1550,1550,0,0,0,0
2020-03-01,HT0834-01,5880,160,470,470,0,0,0,0
2020-03-01,HT0834-02,20480,550,1660,1660,0,0,0,0
2020-03-01,HT0834-03,4590,230,430,430,0,0,0,0
2020-03-01,HT0834-04,10510,130,1020,1020,0,0,,0
2020-03-01,HT0834-05,5290,80,430,430,0,0,,0
2020-03-01,HT0834-06,2780,60,190,190,0,0,,0
2020-03-01,HT0911-01,61270,3750,5430,5400,30,320,3.59,0.52
2020-03-01,HT0911-02,10190,510,700,680,20,60,1.46,0.61
2020-03-01,HT0911-03,103980,4860,7540,7430,120,180,0.61,0.18
2020-03-01,HT0911-04,29030,280,1740,1730,10,-10,-0.22,-0.03
2020-03-01,HT0911-05,16060,130,880,880,0,0,0,0
2020-03-01,HT0911-06,11250,160,830,810,20,-10,-0.19,-0.08
2020-03-01,HT0912-01,20380,320,1110,1120,-10,,,
2020-03-01,HT0912-02,22040,190,1320,1350,-30,-50,-1.49,-0.2
2020-03-01,HT0913-01,12080,210,760,760,0,90,8.59,0.72
2020-03-01,HT0913-02,13150,140,770,750,10,-20,-1.13,-0.16
2020-03-01,HT0913-03,51830,810,3630,3630,0,-290,-1.77,-0.56
2020-03-01,HT0914-01,18580,700,1040,1050,-10,-10,-0.72,-0.04
2020-03-01,HT0914-02,14080,510,880,870,0,-20,-1.49,-0.13
2020-03-01,HT0921-01,11920,880,680,710,-30,50,0.53,0.4
2020-03-01,HT0921-02,42810,3260,3540,3550,0,-40,-0.42,-0.1
2020-03-01,HT0921-03,26910,1080,2140,2080,60,-70,-1.08,-0.27
2020-03-01,HT0921-04,18290,870,1340,1310,30,-50,-3.19,-0.26
2020-03-01,HT0921-05,15820,770,980,980,0,0,0.23,0
2020-03-01,HT0921-06,7720,370,350,320,20,80,5.93,1.1
2020-03-01,HT0922-02,6430,260,380,380,0,,,
2020-03-01,HT0922-03,14030,730,690,690,0,10,0.62,0.04
2020-03-01,HT0931-01,16920,100,1020,1020,0,0,-2.47,-0.02
2020-03-01,HT0931-02,18540,610,1070,1050,20,10,0.77,0.05
2020-03-01,HT0932-01,1570,30,100,100,0,0,0,0
2020-03-01,HT0932-02,5280,120,250,250,0,0,,0
2020-03-01,HT0932-03,17310,480,780,780,0,,,
2020-03-01,HT0932-04,5820,90,300,300,0,0,,0
2020-03-01,HT0933-01,14840,170,880,880,0,0,-1.25,-0.01
2020-03-01,HT0933-02,15090,220,930,930,0,0,0.21,0
2020-03-01,HT0933-03,9270,320,490,490,0,,,
2020-03-01,HT0934-01,31050,230,2260,2300,-40,0,-0.28,0.02
2020-03-01,HT0934-02,26830,260,1660,1650,10,,,
2020-03-01,HT0934-03,32070,320,2220,2250,-30,30,0,0.09
2020-03-01,HT0934-04,13620,430,610,610,0,0,0.23,0
2020-03-01,HT0934-05,25300,830,1330,1290,40,0,-0.05,0.01
2020-03-01,HT0934-06,19120,590,1060,1060,0,-40,-1.7,-0.21
2020-03-01,HT0934-07,18450,390,890,890,0,0,,0
2020-03-01,HT1011-01,64560,1270,7720,7710,10,-890,-2.5,-1.36
2020-03-01,HT1011-02,6920,140,870,870,0,0,0,0
2020-03-01,HT1011-03,11000,240,1340,1330,10,10,0.58,0.12
2020-03-01,HT1011-04,11510,520,1340,1330,0,,,
2020-03-01,HT1012-01,9270,530,1020,1020,0,0,,0
2020-03-01,HT1012-02,6050,300,640,640,0,0,0,0
2020-03-01,HT1012-03,9340,320,1020,1020,0,0,0,0
2020-03-01,HT1012-04,3120,140,390,390,0,0,,0
2020-03-01,HT1013-01,6840,330,1000,1010,0,10,2.07,0.21
2020-03-01,HT1013-02,11920,460,1250,1260,0,,,
2020-03-01,HT1013-03,2700,110,330,330,0,0,0,0
2020-03-01,HT1013-04,5530,370,590,590,0,0,,0
2020-03-01,HT1014-01,12000,320,1290,1290,0,0,0,0
2020-03-01,HT1014-02,5290,180,500,500,0,0,0,0
2020-03-01,HT1021-01,8070,280,680,680,0,0,0,0
2020-03-01,HT1021-02,18910,450,2380,2290,90,290,2.1,1.55
2020-03-01,HT1021-03,10250,280,1110,1110,0,0,,0
2020-03-01,HT1022-01,8140,140,1150,1150,0,0,0,0
2020-03-01,HT1022-02,13440,230,1570,1570,0,0,0,0
2020-03-01,HT1022-03,8270,210,1160,1160,0,0,0,0
2020-03-01,HT1023-01,8730,350,1080,1080,0,0,0,0
2020-03-01,HT1023-02,9940,180,1420,1420,0,0,,0
2020-03-01,HT1023-03,18170,330,1840,1840,0,-70,-1.53,-0.41
2020-03-01,HT1023-04,4540,220,430,430,0,0,0,0
2020-03-01,HT1024-01,7230,210,1020,1020,0,0,0,0
2020-03-01,HT1024-02,6290,340,760,760,0,0,0,0
2020-03-01,HT1024-03,6610,310,790,790,0,0,0,0
2020-03-01,HT1025-01,19880,840,2120,2120,0,90,1.74,0.44
2020-03-01,HT1025-02,9610,250,1070,1070,0,,,
2020-03-01,HT1025-03,7530,250,900,900,0,0,0,0
2020-03-01,HT1031-01,5650,170,590,590,0,0,0,0
2020-03-01,HT1031-02,8870,240,1120,1120,0,0,0,0
2020-03-01,HT1031-03,9980,310,1190,1190,0,0,0,0
2020-03-01,HT1031-04,5880,230,590,590,0,0,,0
2020-03-01,HT1031-05,9630,170,1040,1040,0,0,0,0
2020-03-01,HT1032-01,1770,60,160,160,0,0,0,0
2020-03-01,HT1032-02,3030,220,420,420,0,0,0,0
2020-04-01,HT0111-01,547210,29790,267070,260510,6560,1680,0,0.31
2020-04-01,HT0111-02,74870,10810,62920,61050,1870,1470,0.65,2.01
2020-04-01,HT0111-03,281570,31420,98000,97310,690,8180,4.25,2.99
2020-04-01,HT0112-01,369410,14170,210620,206340,4270,-5810,-0.44,-1.55
2020-04-01,HT0113-02,4980,390,1390,1490,-110,-110,-4.95,-2.23
2020-04-01,HT0113-03,3090,300,800,780,20,0,0.06,0.15
2020-04-01,HT0113-04,4180,240,1300,1310,-20,120,0.67,2.9
2020-04-01,HT0113-06,3510,240,340,340,0,0,,0
2020-04-01,HT0113-07,5620,580,1920,1970,-40,-60,-1.24,-1.14
2020-04-01,HT0113-09,74390,12760,26180,26870,-690,-3700,-3.21,-4.73
2020-04-01,HT0113-10,237460,19370,94480,98120,-3640,-4180,-0.15,-1.73
2020-04-01,HT0113-11,177590,8690,84710,80480,4230,4620,3.03,2.67
2020-04-01,HT0113-12,4360,200,450,390,60,40,0.74,1.03
2020-04-01,HT0113-13,2280,410,370,370,0,0,,0
2020-04-01,HT0114-01,35940,2920,27410,28760,-1350,790,0.79,2.25
2020-04-01,HT0114-02,1830,40,170,170,0,0,0,0
2020-04-01,HT0114-03,132820,4030,58210,58410,-200,-6490,-0.53,-4.66
2020-04-01,HT0114-04,13950,410,3660,3550,110,-550,-2.22,-3.77
2020-04-01,HT0114-05,244150,7560,146220,152130,-5910,510,0.31,0.21
2020-04-01,HT0115-01,40360,940,6760,6830,-70,10,0.41,0.01
2020-04-01,HT0115-02,4890,130,810,830,-20,-60,-2.62,-1.17
2020-04-01,HT0115-03,19330,430,3930,3920,10,-380,-3.94,-1.92
2020-04-01,HT0115-04,3170,90,360,360,0,0,0,0
2020-04-01,HT0115-05,5890,140,780,790,-10,-40,-1.7,-0.66
2020-04-01,HT0116-01,5450,370,500,500,0,0,0,0
2020-04-01,HT0116-02,31000,890,5640,5670,-30,-410,-2.22,-1.31
2020-04-01,HT0116-03,13960,350,1940,1950,-10,-110,-4.33,-0.79
2020-04-01,HT0117-01,215040,13200,113210,115620,-2410,-14590,-7.6,-6.35
2020-04-01,HT0117-02,41070,8070,27880,27450,440,-970,-1.05,-2.3
2020-04-01,HT0118-03,117440,7470,69280,69960,-680,3220,1.99,2.82
2020-04-01,HT0118-04,67350,5290,34720,33070,1650,960,1.16,1.45
2020-04-01,HT0121-01,159040,3930,26090,26880,-790,1470,1.49,0.93
2020-04-01,HT0121-02,56930,1400,9290,9340,-50,-210,-0.67,-0.36
2020-04-01,HT0121-03,15550,430,2950,3100,-160,180,1.28,1.16
2020-04-01,HT0121-04,16960,620,2060,2030,30,100,2.01,0.57
2020-04-01,HT0121-05,8410,220,860,860,0,0,,0
2020-04-01,HT0121-06,1200,60,120,120,0,0,,0
2020-04-01,HT0121-07,1430,60,150,150,0,0,,0
2020-04-01,HT0121-08,1390,60,120,120,0,0,0,0
2020-04-01,HT0121-09,1110,60,110,110,0,0,,0
2020-04-01,HT0121-10,3130,90,350,350,0,0,,0
2020-04-01,HT0121-11,2490,90,220,220,0,0,0,0
2020-04-01,HT0121-12,1990,80,180,180,0,0,0,0
2020-04-01,HT0121-13,1890,100,220,220,0,0,0,0
2020-04-01,HT0122-01,28970,660,2790,2780,20,,,
2020-04-01,HT0122-02,3420,80,360,360,0,0,0,0
2020-04-01,HT0122-03,1560,50,170,170,0,0,0,0
2020-04-01,HT0122-04,2160,60,170,170,0,0,,0
2020-04-01,HT0122-06,2180,100,220,220,0,0,0,0
2020-04-01,HT0122-07,730,40,90,90,0,0,,0
2020-04-01,HT0122-08,4550,100,440,440,0,0,0,0
2020-04-01,HT0122-09,2220,70,200,200,0,0,,0
2020-04-01,HT0122-10,1220,60,100,100,0,0,0,0
2020-04-01,HT0122-11,238390,6180,31090,31940,-850,-360,-0.83,-0.15
2020-04-01,HT0122-12,20680,570,2150,2230,-80,-130,-2.66,-0.64
2020-04-01,HT0123-01,75330,1700,11740,11720,30,-820,-1.42,-1.08
2020-04-01,HT0123-02,9660,160,1110,1080,20,20,0.4,0.23
2020-04-01,HT0123-03,3230,190,290,290,0,0,0,0
2020-04-01,HT0123-04,6950,230,670,670,0,0,,0
2020-04-01,HT0123-05,5620,210,530,530,0,0,0,0
2020-04-01,HT0123-06,4640,220,430,430,0,0,,0
2020-04-01,HT0123-07,51860,1140,9790,9440,350,700,1.49,1.36
2020-04-01,HT0131-01,22320,540,11870,12470,-590,750,1.25,3.48
2020-04-01,HT0131-02,176640,3750,109140,111580,-2440,10430,3.89,6.27
2020-04-01,HT0131-03,75830,2910,37290,37350,-60,2410,1.2,3.28
2020-04-01,HT0131-04,9940,460,940,940,0,,,
2020-04-01,HT0131-05,19840,460,5560,5590,-30,-220,-6.3,-1.08
2020-04-01,HT0131-06,2280,30,180,180,0,0,0,0
2020-04-01,HT0131-07,3660,30,320,320,0,0,0,0
2020-04-01,HT0131-08,6130,50,710,710,0,-200,-4.26,-3.13
2020-04-01,HT0131-09,10360,190,1150,1160,0,10,0.84,0.09
2020-04-01,HT0131-10,7400,70,820,820,0,-30,-2.61,-0.39
2020-04-01,HT0132-01,30360,220,3910,3900,10,150,1.12,0.49
2020-04-01,HT0132-02,4080,90,350,350,0,0,0,0
2020-04-01,HT0132-04,37320,520,5420,5310,110,-430,-5.22,-1.14
2020-04-01,HT0133-01,7600,270,570,570,0,0,0,0
2020-04-01,HT0133-02,6650,60,670,670,0,0,0,0
2020-04-01,HT0133-03,35270,200,4070,4090,-20,130,6.57,0.37
2020-04-01,HT0133-04,6040,60,570,570,0,0,0,0
2020-04-01,HT0133-05,20990,270,2350,2370,-20,-290,-1.64,-1.34
2020-04-01,HT0134-01,12130,210,1480,1490,-10,-120,-1.85,-0.98
2020-04-01,HT0134-02,13430,340,1290,1290,0,0,0.03,-0.02
2020-04-01,HT0134-03,11670,220,1250,1250,0,-10,-1.81,-0.1
2020-04-01,HT0134-04,10970,340,980,990,0,-10,-0.36,-0.12
2020-04-01,HT0134-05,7560,170,790,790,0,,,
2020-04-01,HT0135-01,48970,170,5130,5290,-160,-50,-1.75,-0.11
2020-04-01,HT0141-01,1980,280,230,230,0,0,,0
2020-04-01,HT0141-02,7360,80,920,910,10,-30,-2.34,-0.47
2020-04-01,HT0141-03,126510,2710,28780,29420,-650,-260,-0.25,-0.2
2020-04-01,HT0141-04,6630,80,500,500,0,0,0,0
2020-04-01,HT0141-05,7660,80,1030,960,70,70,1.4,0.88
2020-04-01,HT0141-06,6360,70,510,510,0,-20,-0.43,-0.32
2020-04-01,HT0142-01,109900,2720,19270,19360,-90,,,
2020-04-01,HT0142-02,2910,190,250,250,0,0,,0
2020-04-01,HT0142-03,4150,110,330,330,0,0,0,0
2020-04-01,HT0142-04,4540,40,510,510,0,0,,0
2020-04-01,HT0151-01,4540,70,450,450,0,0,0,0
2020-04-01,HT0151-02,273820,4070,33450,32400,1050,2000,3.75,0.74
2020-04-01,HT0151-04,2760,20,230,230,0,0,0,0
2020-04-01,HT0152-01,6020,90,610,610,0,0,0,0
2020-04-01,HT0152-02,4910,70,540,540,0,0,0,0
2020-04-01,HT0152-03,9590,140,780,780,0,0,0,0
2020-04-01,HT0152-04,5060,60,450,450,0,0,0,0
2020-04-01,HT0152-05,1700,50,150,150,0,0,,0
2020-04-01,HT0211-01,74310,1000,11950,11680,270,-570,-4.08,-0.77
2020-04-01,HT0211-02,2950,220,350,350,0,0,0,0
2020-04-01,HT0211-03,15070,330,3990,4110,-110,410,0.88,2.81
2020-04-01,HT0211-04,5990,150,1260,1310,-50,-30,-2.1,-0.42
2020-04-01,HT0211-05,2800,170,300,300,0,0,,0
2020-04-01,HT0211-06,48560,970,7190,7150,40,-120,-0.41,-0.25
2020-04-01,HT0211-07,7900,180,1110,1120,-10,-90,-2.68,-1.08
2020-04-01,HT0211-08,11910,510,1690,1740,-60,-200,-1.58,-1.67
2020-04-01,HT0211-09,7200,230,960,940,20,40,1.48,0.59
2020-04-01,HT0211-10,10690,290,1900,1930,-30,30,1.42,0.33
2020-04-01,HT0211-11,25080,370,3280,3180,100,-180,-1.85,-0.72
2020-04-01,HT0212-01,18930,730,4730,4870,-140,190,2.29,1.03
2020-04-01,HT0212-02,6430,240,1120,1110,20,-80,-3.32,-1.24
2020-04-01,HT0212-03,17130,320,2310,2350,-50,-260,-1.5,-1.51
2020-04-01,HT0212-04,17000,350,2770,2790,-30,-140,-1.45,-0.81
2020-04-01,HT0212-05,14370,410,2000,1970,30,-10,0,-0.07
2020-04-01,HT0213-01,11800,750,1850,1820,30,-130,-1.06,-1.1
2020-04-01,HT0213-02,15370,570,3040,3020,20,-260,-0.94,-1.65
2020-04-01,HT0213-03,6240,390,650,660,0,-20,-2,-0.25
2020-04-01,HT0213-04,5900,280,720,730,-10,50,2.41,0.89
2020-04-01,HT0214-01,8120,220,1040,1060,-20,10,0.22,0.18
2020-04-01,HT0214-02,5170,220,490,490,0,0,0,0
2020-04-01,HT0214-03,13350,550,1700,1700,0,300,1.11,2.28
2020-04-01,HT0221-01,8820,210,1090,1090,0,0,0,0
2020-04-01,HT0221-02,7820,220,1310,1280,40,-10,-0.1,-0.06
2020-04-01,HT0221-03,3760,140,440,440,0,0,,0
2020-04-01,HT0221-04,4120,210,420,420,0,0,,0
2020-04-01,HT0221-05,13730,310,1860,1810,50,330,1.43,2.43
2020-04-01,HT0221-06,1420,150,140,140,0,0,,0
2020-04-01,HT0221-07,4040,230,450,450,0,0,,0
2020-04-01,HT0221-08,7100,250,1010,1030,-20,30,0.17,0.39
2020-04-01,HT0221-09,15210,200,1440,1410,30,-240,-1.23,-1.57
2020-04-01,HT0222-01,17670,260,1910,1910,0,160,4.34,0.91
2020-04-01,HT0222-02,8060,320,960,960,0,-10,-0.59,-0.1
2020-04-01,HT0222-03,2810,390,290,290,0,0,0,0
2020-04-01,HT0222-04,4050,330,460,460,0,0,0,0
2020-04-01,HT0222-05,3700,320,420,420,0,0,,0
2020-04-01,HT0222-06,14600,280,1760,1760,0,120,4.71,0.82
2020-04-01,HT0231-01,10540,160,1610,1620,-10,-40,-2.04,-0.36
2020-04-01,HT0231-02,11050,180,1720,1770,-50,-190,-1.18,-1.65
2020-04-01,HT0231-03,5520,200,740,740,0,0,0,0
2020-04-01,HT0231-04,9800,190,1500,1490,10,0,-0.23,-0.02
2020-04-01,HT0231-05,16870,300,1920,1910,10,10,0.62,0.07
