date,pcod,presence,presence_perKm2,trips_in,trips_out,abnormality,presence_diffwithref,presence_pctchangewithref
2020-02-02,HT0911-06,11050,160,330,340,-0.37,-210,-1.87
2020-02-02,HT0912-01,20200,310,690,680,-0.13,-140,-0.67
2020-02-02,HT0912-02,23130,200,700,690,0.95,1050,4.74
2020-02-02,HT0913-01,13060,230,440,440,1.72,1070,8.96
2020-02-02,HT0913-02,12860,140,380,380,-0.46,-310,-2.38
2020-02-02,HT0913-03,56400,880,1990,1950,1.49,4270,8.2
2020-02-02,HT0914-01,19560,740,660,660,0.96,970,5.2
2020-02-02,HT0914-02,15260,560,490,480,1.51,1160,8.2
2020-02-02,HT0921-01,11390,840,360,370,-0.82,-480,-4.01
2020-02-02,HT0921-02,43370,3300,1790,1760,0.23,520,1.22
2020-02-02,HT0921-03,28480,1140,1060,1100,1.11,1500,5.57
2020-02-02,HT0921-04,17760,850,610,610,-0.61,-580,-3.16
2020-02-02,HT0921-05,15150,740,470,490,-0.76,-670,-4.22
2020-02-02,HT0921-06,7530,360,210,200,-0.27,-110,-1.39
2020-02-02,HT0922-02,6650,270,160,150,0.64,220,3.48
2020-02-02,HT0922-03,13330,690,370,380,-0.93,-700,-5.01
2020-02-02,HT0931-01,18090,110,250,250,1.49,1170,6.92
2020-02-02,HT0931-02,19440,640,260,270,0.93,910,4.9
2020-02-02,HT0932-03,18740,520,400,390,1.53,1430,8.27
2020-02-02,HT0933-01,14300,160,250,240,-0.68,-540,-3.65
2020-02-02,HT0933-02,16160,230,230,250,1.4,1070,7.09
2020-02-02,HT0933-03,9560,330,110,120,0.64,290,3.16
2020-02-02,HT0934-01,30920,230,780,750,-0.08,-130,-0.41
2020-02-02,HT0934-02,25140,240,600,610,-1.16,-1630,-6.08
2020-02-02,HT0934-03,33830,340,850,860,1.04,1790,5.6
2020-02-02,HT0934-04,14200,450,280,280,0.88,580,4.24
2020-02-02,HT0934-05,24990,820,490,510,-0.27,-320,-1.25
2020-02-02,HT0934-06,18300,570,440,430,-0.89,-860,-4.51
2020-02-02,HT0934-07,19300,400,270,300,0.95,850,4.63
2020-02-02,HT1011-01,57490,1130,5030,4930,-0.93,-7950,-12.15
2020-02-02,HT1011-02,6930,140,170,180,0.01,10,0.16
2020-02-02,HT1011-03,11600,250,620,620,0.44,610,5.58
2020-02-02,HT1011-04,12600,570,430,460,0.89,1150,10.07
2020-02-02,HT1012-01,8030,460,120,120,-1.16,-1240,-13.4
2020-02-02,HT1012-02,5610,280,60,60,-0.65,-440,-7.35
2020-02-02,HT1012-03,10810,370,290,290,1.39,1470,15.77
2020-02-02,HT1013-01,7220,350,320,310,0.47,390,5.74
2020-02-02,HT1013-02,14020,540,450,480,1.44,2110,17.68
2020-02-02,HT1021-01,8220,290,220,230,0.16,150,1.86
2020-02-02,HT1021-02,20640,500,820,820,0.86,2020,10.84
2020-02-02,HT1021-03,9470,260,210,210,-0.65,-780,-7.63
2020-02-02,HT1022-01,8270,150,90,90,0.13,130,1.56
2020-02-02,HT1022-02,14900,260,370,360,0.96,1460,10.85
2020-02-02,HT1022-03,8870,220,90,90,0.61,600,7.29
2020-02-02,HT1023-01,7360,300,100,100,-1.43,-1380,-15.78
2020-02-02,HT1023-02,10460,190,110,110,0.4,520,5.22
2020-02-02,HT1023-03,17270,310,730,710,-0.45,-970,-5.33
2020-02-02,HT1024-03,7080,340,80,80,0.55,460,7.01
2020-02-02,HT1025-01,21750,910,550,560,0.92,1950,9.87
2020-02-02,HT1025-02,8750,230,370,370,-0.78,-860,-8.95
2020-02-02,HT1025-03,7310,250,240,230,-0.26,-220,-2.97
2020-02-02,HT1031-02,8380,220,180,220,-0.46,-490,-5.54
2020-02-02,HT1031-03,9920,300,310,310,-0.06,-60,-0.65
2020-02-02,HT1031-05,10700,190,100,120,0.94,1070,11.11
2020-02-03,HT0111-01,611190,33280,156180,154970,0.59,65650,12.03
2020-02-03,HT0111-02,64380,9300,21740,21870,-0.62,-9010,-12.28
2020-02-03,HT0111-03,275710,30770,73470,71910,0.04,2320,0.85
2020-02-03,HT0112-01,434950,16680,103280,104060,0.71,59720,15.92
2020-02-03,HT0113-02,4820,380,1050,1040,-0.29,-270,-5.39
2020-02-03,HT0113-03,2870,280,510,510,-0.32,-210,-6.77
2020-02-03,HT0113-04,3300,190,770,770,-0.96,-760,-18.82
2020-02-03,HT0113-05,5750,450,350,350,0.89,440,8.26
2020-02-03,HT0113-06,3460,240,230,240,-0.15,-50,-1.42
2020-02-03,HT0113-07,6170,640,1000,1090,0.45,490,8.57
2020-02-03,HT0113-08,4340,260,370,370,-0.8,-330,-7.03
2020-02-03,HT0113-09,101250,17370,20560,20270,1.45,23160,29.65
2020-02-03,HT0113-10,246090,20080,63360,64340,0.09,4450,1.84
2020-02-03,HT0113-11,185600,9080,42340,42920,0.35,12620,7.29
2020-02-03,HT0113-12,4490,210,300,280,0.4,180,4.16
2020-02-03,HT0113-13,2790,500,270,270,1.14,500,22.06
2020-02-03,HT0114-01,32300,2620,8870,8930,-0.4,-2860,-8.13
2020-02-03,HT0114-03,169130,5140,40560,41490,1.15,29820,21.41
2020-02-03,HT0114-04,10650,320,3210,3260,-1.33,-3840,-26.52
2020-02-03,HT0114-05,188410,5830,62380,62550,-1.11,-55230,-22.67
2020-02-03,HT0115-01,40970,950,4440,4440,0.16,620,1.54
2020-02-03,HT0115-02,4690,120,470,470,-0.59,-260,-5.21
2020-02-03,HT0115-03,17790,390,2080,2070,-1.03,-1910,-9.72
2020-02-03,HT0115-04,2850,80,170,170,-0.97,-320,-10.18
2020-02-03,HT0115-05,5770,140,450,450,-0.32,-170,-2.79
2020-02-03,HT0116-01,5120,340,250,280,-0.63,-330,-5.99
2020-02-03,HT0116-02,32680,940,2760,2710,0.41,1260,4.02
2020-02-03,HT0116-03,14470,360,1090,1110,0.32,410,2.89
2020-02-03,HT0117-01,261320,16040,67920,67090,0.7,31690,13.8
2020-02-03,HT0117-02,41580,8170,11670,11520,-0.05,-450,-1.08
2020-02-03,HT0118-03,136800,8700,31510,31200,1.06,22570,19.76
2020-02-03,HT0118-04,70940,5570,16910,17050,0.35,4560,6.87
2020-02-03,HT0121-01,162580,4010,15710,16130,0.38,5010,3.18
2020-02-03,HT0121-02,60120,1480,5270,5140,0.54,2990,5.23
2020-02-03,HT0121-03,13570,380,1100,1110,-1.28,-1810,-11.76
2020-02-03,HT0121-04,15320,560,1240,1250,-0.96,-1550,-9.16
2020-02-03,HT0121-05,9790,250,210,260,1.75,1380,16.46
2020-02-03,HT0122-01,31030,710,1620,1630,0.87,2310,8.04
2020-02-03,HT0122-11,234700,6080,20890,21100,-0.18,-4050,-1.7
2020-02-03,HT0122-12,20320,560,1250,1210,-0.27,-490,-2.36
2020-02-03,HT0123-01,68670,1550,6150,6200,-1.03,-7490,-9.83
2020-02-03,HT0123-02,9050,150,560,590,-0.62,-580,-6.07
2020-02-03,HT0123-04,7860,260,310,310,1.49,910,13.03
2020-02-03,HT0123-05,6190,230,190,210,1.12,570,10.08
2020-02-03,HT0123-06,4930,230,70,70,0.69,290,6.32
2020-02-03,HT0123-07,51630,1140,3950,3970,0.1,470,0.92
2020-02-03,HT0131-01,17420,420,5120,5230,-1,-4150,-19.23
2020-02-03,HT0131-02,187700,3990,40970,41130,0.68,21480,12.93
2020-02-03,HT0131-03,74170,2840,17480,17340,0.05,760,1.03
2020-02-03,HT0131-04,9850,450,540,580,-0.08,-80,-0.79
2020-02-03,HT0131-05,20620,480,1750,1730,0.28,570,2.82
2020-02-03,HT0131-08,6110,50,280,280,-0.38,-220,-3.51
2020-02-03,HT0131-09,9180,160,760,680,-1.26,-1170,-11.33
2020-02-03,HT0131-10,7750,70,590,590,0.46,320,4.25
2020-02-03,HT0132-01,34120,250,2300,2280,1.34,3910,12.93
2020-02-03,HT0132-04,35090,490,3560,3540,-0.73,-2660,-7.04
2020-02-03,HT0133-01,7540,270,320,320,-0.07,-50,-0.7
2020-02-03,HT0133-02,6580,60,170,170,-0.11,-70,-1.03
2020-02-03,HT0133-03,34310,190,2140,2180,-0.25,-830,-2.35
2020-02-03,HT0133-04,5600,60,120,120,-0.74,-440,-7.28
2020-02-03,HT0133-05,22980,290,1270,1260,0.86,1710,8.02
2020-02-03,HT0134-01,12690,220,760,760,0.39,450,3.65
2020-02-03,HT0134-02,13810,350,590,590,0.29,370,2.78
2020-02-03,HT0134-03,12370,240,480,490,0.66,690,5.9
2020-02-03,HT0134-04,10250,320,550,550,-0.68,-730,-6.68
2020-02-03,HT0134-05,8500,190,250,260,1.21,950,12.52
2020-02-03,HT0135-01,45030,160,2830,2810,-0.87,-3990,-8.15
2020-02-03,HT0141-02,7340,80,580,570,-0.08,-60,-0.75
2020-02-03,HT0141-03,129640,2780,13520,13470,0.24,2870,2.26
2020-02-03,HT0141-04,6970,90,290,310,0.57,340,5.13
2020-02-03,HT0141-05,7890,80,540,520,0.41,300,3.99
2020-02-03,HT0141-06,7220,80,350,350,1.38,840,13.23
2020-02-03,HT0142-01,96050,2380,12710,12600,-1.24,-13170,-12.06
2020-02-03,HT0142-02,2820,190,120,90,-0.3,-90,-2.99
2020-02-03,HT0142-03,3880,110,270,270,-0.73,-270,-6.51
2020-02-03,HT0142-04,4260,40,290,290,-0.65,-280,-6.25
2020-02-03,HT0151-02,283470,4210,13910,14770,0.47,11650,4.28
2020-02-03,HT0152-03,9140,130,230,240,-0.47,-450,-4.71
2020-02-03,HT0211-01,76170,1030,8410,8280,0.14,1290,1.73
2020-02-03,HT0211-02,2840,210,150,180,-0.32,-110,-3.57
2020-02-03,HT0211-03,16130,350,1410,1400,0.94,1470,10.01
2020-02-03,HT0211-04,6280,160,500,490,0.39,260,4.36
2020-02-03,HT0211-05,2720,170,150,150,-0.27,-80,-2.78
2020-02-03,HT0211-06,52110,1040,4890,4890,0.59,3430,7.04
2020-02-03,HT0211-07,8990,200,720,720,1.2,1000,12.54
2020-02-03,HT0211-08,11830,510,990,990,-0.21,-280,-2.35
2020-02-03,HT0211-09,6910,220,610,620,-0.34,-250,-3.5
2020-02-03,HT0211-10,12610,350,900,860,1.65,1960,18.39
2020-02-03,HT0211-11,26850,400,2080,2080,0.6,1580,6.26
2020-02-03,HT0212-01,17600,680,1970,2000,-0.6,-1140,-6.06
2020-02-03,HT0212-02,6260,230,720,730,-0.39,-260,-3.97
2020-02-03,HT0212-03,16940,320,1930,1920,-0.23,-450,-2.6
2020-02-03,HT0212-04,19200,400,1770,1690,1.13,2070,12.07
2020-02-03,HT0212-05,12360,350,1420,1430,-1.37,-2020,-14.05
2020-02-03,HT0213-01,13100,830,990,1010,0.84,1170,9.8
2020-02-03,HT0213-02,17810,660,1570,1600,1.3,2180,13.97
2020-02-03,HT0213-03,5370,340,400,400,-1.44,-890,-14.22
2020-02-03,HT0213-04,6470,300,550,540,1.03,620,10.65
2020-02-03,HT0214-01,6850,180,570,560,-1.48,-1250,-15.4
2020-02-03,HT0214-02,4970,210,200,180,-0.34,-200,-3.81
2020-02-03,HT0214-03,12050,490,930,900,-0.66,-1000,-7.68
2020-02-03,HT0221-01,9740,230,440,430,0.99,920,10.45
2020-02-03,HT0221-02,6930,200,550,560,-1.02,-900,-11.5
2020-02-03,HT0221-04,4480,220,70,70,0.79,360,8.61
2020-02-03,HT0221-05,12820,290,850,840,-0.4,-580,-4.36
2020-02-03,HT0221-07,4020,220,100,90,-0.06,-20,-0.55
2020-02-03,HT0221-08,8070,280,420,440,1.32,1000,14.13
2020-02-03,HT0221-09,18080,240,960,940,1.61,2620,16.97
2020-02-03,HT0222-01,15390,230,990,1000,-1.14,-2120,-12.09
2020-02-03,HT0222-02,7930,310,330,330,-0.15,-130,-1.63
2020-02-03,HT0222-04,4120,340,90,80,0.18,70,1.83
2020-02-03,HT0222-06,14340,270,640,620,-0.09,-140,-0.98
2020-02-03,HT0231-01,9750,140,900,880,-0.7,-830,-7.83
2020-02-03,HT0231-02,9960,170,930,950,-1.15,-1280,-11.38
2020-02-03,HT0231-03,5080,180,260,260,-0.69,-430,-7.84
2020-02-03,HT0231-04,10220,200,740,750,0.35,420,4.25
2020-02-03,HT0231-05,17310,310,1160,1140,0.26,460,2.7
2020-02-03,HT0231-06,9500,180,440,460,0.27,260,2.78
2020-02-03,HT0231-07,13030,200,710,690,-0.11,-140,-1.09
2020-02-03,HT0232-01,15970,200,980,970,-0.7,-1250,-7.25
2020-02-03,HT0233-01,28180,540,1350,1360,0.89,2550,9.95
2020-02-03,HT0233-02,9300,130,450,460,-0.16,-160,-1.68
2020-02-03,HT0234-01,17280,140,750,730,1.12,1960,12.8
2020-02-03,HT0311-01,20520,980,1950,1960,0.63,1550,8.16
2020-02-03,HT0311-02,130710,6850,21560,21460,-0.73,-14110,-9.74
2020-02-03,HT0311-03,107180,7570,13270,13390,0.92,12470,13.17
2020-02-03,HT0312-01,15520,570,1090,1070,0.28,640,4.29
2020-02-03,HT0312-02,15420,480,1080,1060,0.69,1350,9.61
2020-02-03,HT0313-01,14540,250,1340,1330,-0.67,-1480,-9.23
2020-02-03,HT0313-02,10150,260,600,630,-0.18,-250,-2.43
2020-02-03,HT0313-03,35610,1040,2720,2670,1.53,6350,21.71
2020-02-03,HT0321-01,7360,280,630,650,-1.15,-1560,-17.45
2020-02-03,HT0321-02,18960,520,2290,2290,-1.47,-4520,-19.26
2020-02-03,HT0321-03,11210,330,980,990,0.52,730,6.92
2020-02-03,HT0322-01,11320,270,1170,1190,-0.96,-1850,-14.04
2020-02-03,HT0322-02,15940,540,1770,1790,-0.77,-2030,-11.28
2020-02-03,HT0322-03,9130,410,640,640,-0.36,-520,-5.34
2020-02-03,HT0323-01,8760,310,800,770,-0.15,-190,-2.17
2020-02-03,HT0323-02,13620,1000,1490,1480,-0.57,-1200,-8.08
2020-02-03,HT0323-03,8630,300,830,830,-0.12,-140,-1.55
2020-02-03,HT0331-01,3550,180,150,150,-0.84,-410,-10.46
2020-02-03,HT0331-05,7520,260,370,370,1.34,1190,18.73
2020-02-03,HT0331-06,23980,1500,2560,2450,-0.16,-490,-2.01
2020-02-03,HT0332-01,5700,200,170,210,-0.64,-570,-9.02
2020-02-03,HT0332-02,11070,290,1270,1260,-1.24,-2360,-17.6
2020-02-03,HT0332-03,2990,230,70,70,-0.28,-120,-3.72
2020-02-03,HT0341-01,3870,120,170,180,-1.39,-840,-17.91
2020-02-03,HT0341-02,3430,90,70,70,0.11,50,1.58
2020-02-03,HT0341-03,8100,270,540,520,1.01,980,13.68
2020-02-03,HT0341-04,39800,470,4810,4900,0.08,450,1.13
2020-02-03,HT0342-01,5200,240,290,260,-0.05,-40,-0.76
2020-02-03,HT0342-02,3990,210,110,120,0.8,390,10.97
2020-02-03,HT0342-03,5530,160,410,410,-0.89,-830,-13.02
2020-02-03,HT0342-04,20700,820,1750,1790,1.27,3160,18.03
2020-02-03,HT0343-01,12540,480,1260,1210,-0.22,-420,-3.25
2020-02-03,HT0343-02,8470,270,850,840,-0.16,-210,-2.37
2020-02-03,HT0343-03,5590,240,200,200,-0.11,-90,-1.57
2020-02-03,HT0344-01,31940,520,3300,3330,0.26,1190,3.88
2020-02-03,HT0344-02,11360,140,1240,1260,-1.17,-1940,-14.6
2020-02-03,HT0345-01,11880,390,830,860,1.34,1830,18.17
2020-02-03,HT0351-01,9750,290,930,940,-0.92,-1600,-14.05
2020-02-03,HT0351-03,13970,460,1060,1060,0.15,300,2.21
2020-02-03,HT0351-07,15710,390,1450,1490,-0.64,-1430,-8.32
2020-02-03,HT0352-02,23960,2810,2130,2190,0.9,2630,12.32
2020-02-03,HT0352-03,6360,250,670,640,-0.92,-950,-13.04
2020-02-03,HT0352-05,8620,300,970,960,-0.36,-450,-4.99
2020-02-03,HT0352-06,7410,280,490,490,-0.6,-720,-8.88
2020-02-03,HT0361-03,10790,490,950,980,1.21,1560,16.93
2020-02-03,HT0361-04,22770,1580,2220,2120,0.49,1540,7.28
2020-02-03,HT0361-05,81080,7460,10500,10780,0.41,4370,5.69
2020-02-03,HT0362-02,20910,530,1700,1720,0.63,1880,9.87
2020-02-03,HT0371-01,6600,510,570,600,-0.64,-630,-8.74
2020-02-03,HT0371-05,6240,400,380,410,-0.05,-50,-0.73
2020-02-03,HT0371-07,30570,2300,3480,3460,0.39,1690,5.85
2020-02-03,HT0371-08,12250,510,1160,1200,1.15,1740,16.6
2020-02-03,HT0372-01,17830,790,2040,2060,-0.93,-2480,-12.22
2020-02-03,HT0372-02,5050,300,120,120,1.54,900,21.81
2020-02-03,HT0372-03,8070,510,730,760,1.29,1210,17.67
2020-02-03,HT0372-04,2830,330,70,70,-0.7,-310,-9.83
2020-02-03,HT0372-08,8280,350,980,990,-0.42,-550,-6.27
2020-02-03,HT0411-01,22080,260,670,660,-0.6,-980,-4.23
2020-02-03,HT0412-01,13830,200,280,280,-0.42,-380,-2.65
2020-02-03,HT0413-02,8440,340,330,320,-0.97,-650,-7.11
2020-02-03,HT0421-01,86840,1470,3930,3940,0.64,3870,4.67
2020-02-03,HT0421-03,9210,200,130,130,0.07,40,0.49
2020-02-03,HT0422-01,10380,310,270,280,-0.78,-600,-5.44
2020-02-03,HT0423-01,16440,270,380,370,-0.05,-50,-0.3
2020-02-03,HT0431-02,7820,170,320,310,1.21,620,8.54
2020-02-03,HT0431-03,35310,510,1840,1820,-1.15,-3060,-7.98
2020-02-03,HT0432-06,9180,250,380,380,-0.23,-150,-1.59
2020-02-03,HT0433-01,19370,160,640,630,1.31,1630,9.17
2020-02-03,HT0433-02,12340,240,470,470,-0.07,-70,-0.53
2020-02-03,HT0441-01,9960,120,380,390,-0.82,-620,-5.86
2020-02-03,HT0442-02,9890,300,170,170,-0.54,-400,-3.9
2020-02-03,HT0443-01,12980,190,510,520,-1.08,-990,-7.1
2020-02-03,HT0443-02,20180,150,600,620,0.72,920,4.77
2020-02-03,HT0511-01,241270,2600,20920,20810,-0.03,-500,-0.21
2020-02-03,HT0511-02,103530,550,9090,9070,-0.95,-8170,-7.31
2020-02-03,HT0511-03,23970,140,1370,1380,1.06,1780,8.04
2020-02-03,HT0511-04,15090,290,1020,960,0.05,60,0.38
2020-02-03,HT0511-05,7850,120,460,490,-1.14,-800,-9.29
2020-02-03,HT0512-01,16120,270,1160,1140,-0.76,-1090,-6.35
2020-02-03,HT0512-02,16670,350,1120,1130,-0.1,-140,-0.84
2020-02-03,HT0512-03,4950,80,90,100,-0.38,-160,-3.19
2020-02-03,HT0512-04,12670,280,760,780,0.57,520,4.26
2020-02-03,HT0513-01,29010,530,1830,1840,-0.37,-870,-2.9
2020-02-03,HT0513-02,17420,150,1230,1270,-0.12,-170,-0.94
2020-02-03,HT0521-01,8570,260,460,480,1.14,750,9.56
2020-02-03,HT0521-02,14180,350,670,710,0.03,30,0.25
2020-02-03,HT0521-03,59040,1610,4280,4250,0.35,1600,2.79
2020-02-03,HT0521-04,16380,410,1120,1130,-1.1,-1650,-9.17
2020-02-03,HT0521-05,5410,170,110,120,-1.24,-600,-9.94
2020-02-03,HT0521-06,26410,240,1370,1340,1.2,2350,9.75
2020-02-03,HT0521-07,13970,230,770,790,-0.78,-980,-6.57
2020-02-03,HT0521-08,19710,410,1160,1150,0.87,1220,6.6
2020-02-03,HT0522-01,11080,120,650,660,-0.84,-780,-6.59
2020-02-03,HT0522-02,9450,190,330,330,0.99,620,7.03
2020-02-03,HT0522-03,9540,230,390,370,-0.66,-500,-4.99
2020-02-03,HT0523-01,11520,40,400,410,-0.01,-10,-0.06
2020-02-03,HT0523-02,78700,500,5180,5160,-0.54,-3270,-3.99
2020-02-03,HT0531-01,22810,450,1360,1370,-0.05,-90,-0.38
2020-02-03,HT0531-02,59340,420,4400,4320,-0.85,-4610,-7.21
2020-02-03,HT0531-03,10810,230,710,710,-0.51,-470,-4.14
2020-02-03,HT0531-04,15780,160,1040,1060,-0.43,-580,-3.52
2020-02-03,HT0531-05,61530,320,4650,4650,-0.11,-520,-0.83
2020-02-03,HT0531-06,114040,3570,9320,9160,0.24,2220,1.99
2020-02-03,HT0532-01,43270,1290,3180,3110,0.24,790,1.86
2020-02-03,HT0532-02,26410,430,1820,1840,-0.15,-320,-1.19
2020-02-03,HT0532-03,12910,420,870,870,-0.64,-710,-5.22
2020-02-03,HT0532-04,32910,310,2280,2300,0.82,1930,6.22
2020-02-03,HT0532-05,27080,360,1860,1880,0.41,780,2.95
2020-02-03,HT0532-06,11600,290,660,680,-0.92,-890,-7.16
2020-02-03,HT0533-01,19810,240,1500,1490,-0.44,-740,-3.59
2020-02-03,HT0533-02,13290,210,760,750,1.4,1410,11.86
2020-02-03,HT0541-01,26900,710,2000,2070,-0.52,-1170,-4.18
2020-02-03,HT0541-02,33510,540,2160,2120,1.03,2450,7.9
2020-02-03,HT0541-03,68060,600,6120,6090,-0.85,-4950,-6.78
2020-02-03,HT0541-04,22680,230,1440,1450,0.43,830,3.79
2020-02-03,HT0541-05,12840,280,690,680,0.89,870,7.29
2020-02-03,HT0542-01,37360,780,3160,3050,-0.97,-3130,-7.74
2020-02-03,HT0542-02,14400,440,870,900,0.74,880,6.49
2020-02-03,HT0542-03,62520,970,5880,5840,-1.07,-6040,-8.81
2020-02-03,HT0542-04,24860,170,1720,1740,0.15,330,1.34
2020-02-03,HT0542-05,14300,120,1010,1030,-1.25,-1500,-9.52
2020-02-03,HT0542-06,17520,180,1160,1150,0.79,1130,6.92
2020-02-03,HT0543-01,25870,510,1500,1500,1.02,2030,8.52
2020-02-03,HT0544-01,39880,400,2850,2880,0.05,160,0.41
2020-02-03,HT0551-01,30400,390,2150,2070,-0.15,-340,-1.12
2020-02-03,HT0551-03,27670,720,1720,1760,0.33,760,2.81
2020-02-03,HT0551-04,16000,240,1010,1040,-0.79,-1060,-6.19
2020-02-03,HT0551-05,10530,230,460,490,0.79,620,6.24
2020-02-03,HT0551-06,14720,140,910,890,-0.18,-220,-1.46
2020-02-03,HT0551-07,18570,190,1180,1200,-0.48,-810,-4.16
2020-02-03,HT0551-08,25040,200,1560,1530,-0.42,-870,-3.37
2020-02-03,HT0552-01,18940,430,950,970,0.78,1050,5.86
2020-02-03,HT0552-03,9070,280,610,610,-0.08,-60,-0.62
2020-02-03,HT0611-01,59580,330,3910,3970,-0.49,-2030,-3.3
2020-02-03,HT0611-02,17320,160,630,630,0.64,680,4.09
2020-02-03,HT0611-03,21960,180,820,800,-0.86,-1260,-5.43
2020-02-03,HT0611-04,21860,130,930,920,-0.67,-1040,-4.53
2020-02-03,HT0612-01,37520,350,1980,2010,0.88,2110,5.96
2020-02-03,HT0612-02,9170,140,370,400,-0.1,-60,-0.62
2020-02-03,HT0612-03,13150,110,590,600,-1,-940,-6.65
2020-02-03,HT0613-01,24400,210,1110,1110,-0.56,-850,-3.36
2020-02-03,HT0613-02,13000,180,500,520,-1.53,-1370,-9.54
2020-02-03,HT0613-03,6180,100,180,190,-0.77,-340,-5.17
2020-02-03,HT0613-04,17010,160,620,630,0.7,710,4.37
2020-02-03,HT0614-01,21650,140,870,860,-0.82,-1330,-5.79
2020-02-03,HT0621-01,38290,540,2200,2260,-0.95,-2640,-6.45
2020-02-03,HT0621-02,6360,70,130,140,-1.31,-600,-8.57
2020-02-03,HT0621-03,11730,140,560,560,0.07,50,0.47
2020-02-03,HT0621-04,77880,1050,5060,5130,-0.09,-430,-0.55
2020-02-03,HT0622-01,12920,280,720,720,-1.46,-1250,-8.83
2020-02-03,HT0622-02,10060,170,480,480,-0.47,-320,-3.09
2020-02-03,HT0622-03,9180,260,540,540,0.86,530,6.15
2020-02-03,HT0623-01,10060,110,420,430,0.79,540,5.65
2020-02-03,HT0623-02,23120,190,1130,1120,0.76,1080,4.9
2020-02-03,HT0623-03,22810,160,1090,1110,-0.22,-350,-1.51
2020-02-03,HT0631-01,13820,200,560,560,-0.59,-520,-3.63
2020-02-03,HT0631-02,30190,390,1320,1320,-0.25,-490,-1.58
2020-02-03,HT0632-01,45580,340,1960,1890,-1.18,-3740,-7.58
2020-02-03,HT0632-02,18810,180,660,650,0.88,1010,5.67
2020-02-03,HT0632-03,19220,290,670,650,0.93,1110,6.15
2020-02-03,HT0633-01,9170,170,360,350,0.96,500,5.74
2020-02-03,HT0633-02,24710,220,900,890,-0.57,-920,-3.57
2020-02-03,HT0641-01,21070,140,340,280,0.81,1130,5.66
2020-02-03,HT0641-02,23060,190,720,700,-0.54,-850,-3.56
2020-02-03,HT0641-03,11590,130,230,220,-0.72,-570,-4.66
2020-02-03,HT0642-01,37020,320,1690,1750,-0.33,-810,-2.13
2020-02-03,HT0642-02,25220,210,880,890,-1.03,-1980,-7.29
2020-02-03,HT0711-01,69190,1310,5410,5400,-0.37,-3600,-4.95
2020-02-03,HT0711-02,7760,190,280,290,-0.09,-100,-1.28
2020-02-03,HT0711-03,12240,330,470,450,0.73,1110,9.98
2020-02-03,HT0711-04,41630,1700,2660,2640,0.05,240,0.59
2020-02-03,HT0711-05,6800,240,160,160,-0.8,-820,-10.79
2020-02-03,HT0711-06,9450,270,300,300,0.86,920,10.83
2020-02-03,HT0712-01,31860,750,1390,1370,1.1,4230,15.32
2020-02-03,HT0712-02,16070,330,860,860,-0.64,-1530,-8.68
2020-02-03,HT0712-03,16850,310,690,750,-0.63,-1660,-8.99
2020-02-03,HT0713-01,7830,320,110,80,1.05,1050,15.41
2020-02-03,HT0713-02,14000,430,650,650,-0.6,-1260,-8.26
2020-02-03,HT0713-03,10370,110,300,290,-0.11,-150,-1.42
2020-02-03,HT0714-01,17180,640,530,530,1.68,3220,23.04
2020-02-03,HT0714-02,17840,260,650,690,-0.42,-1090,-5.74
2020-02-03,HT0714-03,10630,330,110,110,0.49,690,6.97
2020-02-03,HT0715-01,7550,250,160,160,-1.02,-1220,-13.9
2020-02-03,HT0715-03,7940,140,120,90,-0.66,-780,-8.91
2020-02-03,HT0716-01,13390,290,300,310,-0.51,-1060,-7.31
2020-02-03,HT0721-01,13980,320,570,540,0.52,890,6.84
2020-02-03,HT0722-01,8360,340,460,440,-0.83,-1140,-12
2020-02-03,HT0722-02,6940,320,70,70,0.33,320,4.83
2020-02-03,HT0722-03,8120,350,260,270,0.04,50,0.61
2020-02-03,HT0723-02,14510,440,630,660,-0.14,-300,-2.01
2020-02-03,HT0723-03,11590,1300,430,430,0.91,1350,13.19
2020-02-03,HT0731-01,8500,100,310,320,0.05,60,0.75
2020-02-03,HT0731-02,17380,440,660,690,0.24,570,3.42
2020-02-03,HT0731-03,17690,440,410,410,1.66,3250,22.47
2020-02-03,HT0731-05,6420,250,160,180,-1.09,-1110,-14.74
2020-02-03,HT0731-06,15330,230,640,630,-0.71,-1590,-9.42
2020-02-03,HT0731-07,13310,110,660,670,1.25,1800,15.67
2020-02-03,HT0731-08,7620,260,110,110,0.39,390,5.38
2020-02-03,HT0731-09,7260,150,370,390,-0.7,-740,-9.24
2020-02-03,HT0731-10,8360,200,360,350,-0.88,-1120,-11.85
2020-02-03,HT0732-02,18320,640,720,720,0.65,1530,9.11
2020-02-03,HT0732-03,12100,470,440,420,0.32,510,4.42
2020-02-03,HT0732-04,8480,350,100,100,0.63,670,8.56
2020-02-03,HT0732-06,7600,320,130,120,0.98,900,13.39
2020-02-03,HT0733-01,13790,240,450,480,-0.74,-1710,-11.04
2020-02-03,HT0733-02,13260,240,400,420,-0.03,-50,-0.39
2020-02-03,HT0742-01,12460,560,320,290,0.59,1020,8.87
2020-02-03,HT0743-01,13110,480,510,480,0.42,670,5.4
2020-02-03,HT0751-01,8800,170,120,120,-0.1,-120,-1.35
2020-02-03,HT0751-03,9510,490,60,80,0.58,710,8.03
2020-02-03,HT0752-03,20610,400,460,490,0.46,1260,6.5
2020-02-03,HT0811-01,7090,220,120,130,-0.12,-70,-1.05
