date,pcod_from,pcod_to,relocations,relocations_diffwithref,abnormality,relocations_pctchangewithref
2020-04-01,HT0211-01,HT0113-10,510,-200,-0.25,-26.26
2020-04-01,HT0211-01,HT0113-11,720,150,0.58,25.08
2020-04-01,HT0211-01,HT0114-01,130,40,1.21,58.03
2020-04-01,HT0211-01,HT0114-03,200,-80,-1.09,-26.99
2020-04-01,HT0211-01,HT0114-05,580,130,0.32,28.2
2020-04-01,HT0211-01,HT0116-02,90,60,1.19,48.7
2020-04-01,HT0211-01,HT0117-01,360,-130,-0.82,-24.03
2020-04-01,HT0211-01,HT0117-02,120,50,1.56,54.92
2020-04-01,HT0211-01,HT0118-03,240,30,0.35,12.94
2020-04-01,HT0211-01,HT0118-04,150,30,1.17,33.61
2020-04-01,HT0211-01,HT0121-01,150,-80,-0.23,-20.07
2020-04-01,HT0211-01,HT0121-02,70,-10,-0.04,-4.66
2020-04-01,HT0211-01,HT0122-11,100,-120,-1.05,-35.99
2020-04-01,HT0211-01,HT0123-01,80,60,1.17,49.7
2020-04-01,HT0211-01,HT0123-07,80,70,3.54,71.02
2020-04-01,HT0211-01,HT0131-01,60,10,0.73,26.31
2020-04-01,HT0211-01,HT0131-02,440,120,0.9,45.89
2020-04-01,HT0211-01,HT0131-03,140,20,0.07,12.73
2020-04-01,HT0211-01,HT0141-03,180,60,0.53,20.61
2020-04-01,HT0211-01,HT0142-01,80,-90,-0.92,-33.54
2020-04-01,HT0211-01,HT0151-02,260,20,2.1,75.43
2020-04-01,HT0211-01,HT0211-03,140,160,2.96,80.5
2020-04-01,HT0211-01,HT0211-06,150,-10,0.21,-1.97
2020-04-01,HT0211-01,HT0311-02,150,80,1.5,52.76
2020-04-01,HT0211-01,HT0311-03,90,50,1.27,50.8
2020-04-01,HT0211-01,HT0341-04,70,50,2.58,99.88
2020-04-01,HT0211-01,HT0511-01,90,-80,-0.36,-25.07
2020-04-01,HT0211-01,HT0511-02,70,30,0.45,20.44
2020-04-01,HT0211-01,HT0531-06,80,20,0.64,9.6
2020-04-01,HT0211-03,HT0111-01,320,-50,-0.5,-12.86
2020-04-01,HT0211-03,HT0111-02,110,60,1.96,79.08
2020-04-01,HT0211-03,HT0111-03,140,-90,-0.92,-33.85
2020-04-01,HT0211-03,HT0112-01,260,20,0.32,7.19
2020-04-01,HT0211-03,HT0113-10,200,-60,-0.11,-21.12
2020-04-01,HT0211-03,HT0113-11,300,90,0.94,42.97
2020-04-01,HT0211-03,HT0114-03,70,-20,-0.62,-23.37
2020-04-01,HT0211-03,HT0114-05,210,60,0.47,39.42
2020-04-01,HT0211-03,HT0117-01,130,-30,-0.73,-14.69
2020-04-01,HT0211-03,HT0118-03,90,20,1.07,27.27
2020-04-01,HT0211-03,HT0131-02,160,50,1.93,56.66
2020-04-01,HT0211-03,HT0141-03,70,30,0.65,32.38
2020-04-01,HT0211-03,HT0151-02,80,10,2.2,81.48
2020-04-01,HT0211-03,HT0211-01,110,0,0.12,1.24
2020-04-01,HT0211-04,HT0111-01,130,-20,-0.73,-13.35
2020-04-01,HT0211-04,HT0111-03,70,-40,-1.01,-34.22
2020-04-01,HT0211-04,HT0112-01,100,10,0.27,8.31
2020-04-01,HT0211-04,HT0113-10,90,-20,0,-18.94
2020-04-01,HT0211-04,HT0113-11,100,30,0.85,44.29
2020-04-01,HT0211-04,HT0114-05,70,20,0.61,43.93
2020-04-01,HT0211-04,HT0131-02,60,20,1.64,63.83
2020-04-01,HT0211-06,HT0111-01,560,-140,-0.7,-18.21
2020-04-01,HT0211-06,HT0111-02,180,100,1.79,74.37
2020-04-01,HT0211-06,HT0111-03,240,-180,-1.27,-39.47
2020-04-01,HT0211-06,HT0112-01,460,-10,0.06,-2.29
2020-04-01,HT0211-06,HT0113-09,70,-40,-1.24,-31.32
2020-04-01,HT0211-06,HT0113-10,320,-130,-0.28,-28.12
2020-04-01,HT0211-06,HT0113-11,450,110,0.73,33.58
2020-04-01,HT0211-06,HT0114-01,80,30,1.38,59.89
2020-04-01,HT0211-06,HT0114-03,130,-50,-0.69,-26.82
2020-04-01,HT0211-06,HT0114-05,370,100,0.39,32.75
2020-04-01,HT0211-06,HT0116-02,60,50,1.63,59.93
2020-04-01,HT0211-06,HT0117-01,230,-70,-0.92,-21.73
2020-04-01,HT0211-06,HT0117-02,80,30,1.48,55.93
2020-04-01,HT0211-06,HT0118-03,160,20,0.63,17.32
2020-04-01,HT0211-06,HT0118-04,100,20,1.14,39.14
2020-04-01,HT0211-06,HT0121-01,130,-70,-0.21,-18.78
2020-04-01,HT0211-06,HT0121-02,70,0,-0.03,2.09
2020-04-01,HT0211-06,HT0122-11,70,-90,-1.14,-35.57
2020-04-01,HT0211-06,HT0123-01,70,50,1.39,53.38
2020-04-01,HT0211-06,HT0123-07,70,60,3.53,77.94
2020-04-01,HT0211-06,HT0131-02,290,80,1.25,45.42
2020-04-01,HT0211-06,HT0131-03,90,10,0.3,15.51
2020-04-01,HT0211-06,HT0141-03,140,50,0.34,23
2020-04-01,HT0211-06,HT0142-01,60,-50,-0.91,-28.96
2020-04-01,HT0211-06,HT0151-02,200,20,2.31,85.69
2020-04-01,HT0211-06,HT0211-01,150,-20,0.01,-7.84
2020-04-01,HT0211-06,HT0211-03,60,60,2.45,80.26
2020-04-01,HT0211-06,HT0311-02,110,60,1.45,47.9
2020-04-01,HT0211-06,HT0311-03,70,40,1.41,53.36
2020-04-01,HT0211-06,HT0511-01,70,-50,-0.32,-21.97
2020-04-01,HT0211-06,HT0531-06,60,20,0.54,13.99
2020-04-01,HT0211-07,HT0111-01,250,-60,-0.77,-18.78
2020-04-01,HT0211-07,HT0111-02,80,40,1.98,71.93
2020-04-01,HT0211-07,HT0111-03,110,-70,-0.84,-36.05
2020-04-01,HT0211-07,HT0112-01,200,0,0.07,1.31
2020-04-01,HT0211-07,HT0113-10,150,-40,-0.22,-19.05
2020-04-01,HT0211-07,HT0113-11,230,50,0.83,29.47
2020-04-01,HT0211-07,HT0114-03,60,-20,-0.59,-27.13
2020-04-01,HT0211-07,HT0114-05,160,50,0.44,36.73
2020-04-01,HT0211-07,HT0117-01,100,-30,-0.96,-18.74
2020-04-01,HT0211-07,HT0118-03,70,10,0.61,18.61
2020-04-01,HT0211-07,HT0131-02,120,40,1.89,52.61
2020-04-01,HT0211-07,HT0141-03,60,30,0.81,28.8
2020-04-01,HT0211-07,HT0151-02,70,10,2.38,81.48
2020-04-01,HT0211-07,HT0211-01,70,0,0,4
2020-04-01,HT0211-08,HT0111-01,170,-30,-0.73,-14.54
2020-04-01,HT0211-08,HT0111-03,70,-50,-0.87,-38.08
2020-04-01,HT0211-08,HT0112-01,140,0,0.14,1.49
2020-04-01,HT0211-08,HT0113-10,90,-30,-0.01,-21.55
2020-04-01,HT0211-08,HT0113-11,130,30,0.82,36.57
2020-04-01,HT0211-08,HT0114-05,120,40,0.58,42.72
2020-04-01,HT0211-08,HT0117-01,70,-20,-0.71,-16.63
2020-04-01,HT0211-08,HT0121-01,60,-10,0,-10.01
2020-04-01,HT0211-08,HT0131-02,90,30,1.53,54.43
2020-04-01,HT0211-08,HT0151-02,70,10,3.12,93.63
2020-04-01,HT0211-09,HT0111-01,240,-70,-1.19,-21.31
2020-04-01,HT0211-09,HT0111-02,80,40,1.56,65.41
2020-04-01,HT0211-09,HT0111-03,100,-90,-1.01,-43.95
2020-04-01,HT0211-09,HT0112-01,200,-20,0,-9.15
2020-04-01,HT0211-09,HT0113-10,130,-60,-0.27,-31.59
2020-04-01,HT0211-09,HT0113-11,170,30,0.54,22.68
2020-04-01,HT0211-09,HT0114-05,170,40,0.4,31.96
2020-04-01,HT0211-09,HT0117-01,100,-30,-0.98,-23.78
2020-04-01,HT0211-09,HT0118-03,70,10,0.51,16.8
2020-04-01,HT0211-09,HT0121-01,110,-60,-0.33,-20.92
2020-04-01,HT0211-09,HT0131-02,130,30,0.89,40.35
2020-04-01,HT0211-09,HT0141-03,70,20,0.16,15.75
2020-04-01,HT0211-09,HT0151-02,120,10,1.81,68.52
2020-04-01,HT0211-10,HT0111-01,220,-40,-0.62,-13.51
2020-04-01,HT0211-10,HT0111-02,70,40,2.03,82.34
2020-04-01,HT0211-10,HT0111-03,90,-60,-1.14,-36.99
2020-04-01,HT0211-10,HT0112-01,180,0,0.12,1
2020-04-01,HT0211-10,HT0113-10,110,-40,-0.15,-24.17
2020-04-01,HT0211-10,HT0113-11,160,40,0.8,35.4
2020-04-01,HT0211-10,HT0114-05,150,50,0.69,46.06
2020-04-01,HT0211-10,HT0117-01,90,-20,-0.73,-17.47
2020-04-01,HT0211-10,HT0118-03,60,10,0.94,27.47
2020-04-01,HT0211-10,HT0121-01,80,-30,-0.13,-14.55
2020-04-01,HT0211-10,HT0131-02,120,30,1.26,49.15
2020-04-01,HT0211-10,HT0141-03,60,30,0.56,28.92
2020-04-01,HT0211-10,HT0151-02,100,10,2.58,94.86
2020-04-01,HT0211-11,HT0111-01,220,-60,-0.67,-20.45
2020-04-01,HT0211-11,HT0111-02,70,40,1.34,67.79
2020-04-01,HT0211-11,HT0111-03,90,-80,-1.22,-41.67
2020-04-01,HT0211-11,HT0112-01,180,-20,-0.01,-7.35
2020-04-01,HT0211-11,HT0113-10,110,-50,-0.39,-28.84
2020-04-01,HT0211-11,HT0113-11,160,30,0.62,27.66
2020-04-01,HT0211-11,HT0114-05,150,40,0.34,28.36
2020-04-01,HT0211-11,HT0117-01,90,-30,-0.79,-22.8
2020-04-01,HT0211-11,HT0118-03,60,10,0.22,12.78
2020-04-01,HT0211-11,HT0121-01,80,-40,-0.35,-20.49
2020-04-01,HT0211-11,HT0131-02,120,30,1.12,38.93
2020-04-01,HT0211-11,HT0141-03,60,20,0.13,16.1
2020-04-01,HT0211-11,HT0151-02,100,10,1.73,66.36
2020-04-01,HT0212-01,HT0111-01,430,-110,-0.98,-18.96
2020-04-01,HT0212-01,HT0111-02,140,80,1.82,75.45
2020-04-01,HT0212-01,HT0111-03,170,-140,-1.01,-40.64
2020-04-01,HT0212-01,HT0112-01,340,-10,0,-3.34
2020-04-01,HT0212-01,HT0113-10,170,-70,-0.3,-25.87
2020-04-01,HT0212-01,HT0113-11,180,40,0.74,27.7
2020-04-01,HT0212-01,HT0114-01,80,30,1.72,67.72
2020-04-01,HT0212-01,HT0114-03,110,-40,-0.67,-25.29
2020-04-01,HT0212-01,HT0114-05,270,80,0.43,36.67
2020-04-01,HT0212-01,HT0117-01,160,-40,-0.83,-20.42
2020-04-01,HT0212-01,HT0117-02,60,20,1.58,57.29
2020-04-01,HT0212-01,HT0118-03,110,20,0.74,20.27
2020-04-01,HT0212-01,HT0118-04,70,20,1.28,39.92
2020-04-01,HT0212-01,HT0131-02,190,50,1.29,46.34
2020-04-01,HT0212-01,HT0131-03,60,10,0.57,14.04
2020-04-01,HT0212-02,HT0111-01,680,-130,-0.6,-14.79
2020-04-01,HT0212-02,HT0111-02,240,140,1.72,79.12
2020-04-01,HT0212-02,HT0111-03,280,-200,-1.14,-38.32
2020-04-01,HT0212-02,HT0112-01,520,10,0.1,2.22
2020-04-01,HT0212-02,HT0113-09,80,-40,-1.25,-29.29
2020-04-01,HT0212-02,HT0113-10,270,-110,-0.24,-26.84
2020-04-01,HT0212-02,HT0113-11,270,70,0.84,37.16
2020-04-01,HT0212-02,HT0114-01,130,40,1.49,66.42
2020-04-01,HT0212-02,HT0114-03,180,-60,-0.66,-24.21
2020-04-01,HT0212-02,HT0114-05,390,120,0.51,39.81
2020-04-01,HT0212-02,HT0117-01,250,-60,-0.97,-18.55
2020-04-01,HT0212-02,HT0117-02,90,30,1.48,53.44
2020-04-01,HT0212-02,HT0118-03,170,30,0.93,23.02
2020-04-01,HT0212-02,HT0118-04,100,20,1.25,38.37
2020-04-01,HT0212-02,HT0131-02,280,70,1.3,44.24
2020-04-01,HT0212-02,HT0131-03,90,10,0.51,14.4
2020-04-01,HT0212-02,HT0141-03,60,20,0.59,27.53
2020-04-01,HT0212-02,HT0151-02,80,10,2.13,81.48
2020-04-01,HT0212-02,HT0212-01,90,70,2.17,76.04
2020-04-01,HT0212-02,HT0311-02,70,40,1.44,52.29
2020-04-01,HT0212-03,HT0111-01,680,-120,-0.91,-13.73
2020-04-01,HT0212-03,HT0111-02,220,120,1.76,79.82
2020-04-01,HT0212-03,HT0111-03,230,-160,-1.07,-37.51
2020-04-01,HT0212-03,HT0112-01,610,20,0.16,3.26
2020-04-01,HT0212-03,HT0113-09,60,-20,-1,-27.04
2020-04-01,HT0212-03,HT0113-10,210,-60,-0.06,-21.73
2020-04-01,HT0212-03,HT0113-11,220,60,0.88,37.7
2020-04-01,HT0212-03,HT0114-01,140,50,1.42,66.85
2020-04-01,HT0212-03,HT0114-03,170,-60,-0.6,-24.02
2020-04-01,HT0212-03,HT0114-05,530,170,0.71,44.83
2020-04-01,HT0212-03,HT0117-01,240,-50,-0.86,-16.72
2020-04-01,HT0212-03,HT0117-02,100,40,1.8,71.26
2020-04-01,HT0212-03,HT0118-03,200,40,0.74,20.69
2020-04-01,HT0212-03,HT0118-04,130,30,1.33,43.52
2020-04-01,HT0212-03,HT0131-02,340,100,1.43,54.83
2020-04-01,HT0212-03,HT0131-03,110,20,0.41,19.37
2020-04-01,HT0212-03,HT0151-02,80,10,2.17,81.48
2020-04-01,HT0212-03,HT0311-02,70,40,1.5,51.52
2020-04-01,HT0212-04,HT0111-01,530,-80,-0.5,-12.1
2020-04-01,HT0212-04,HT0111-02,170,100,1.83,80.34
2020-04-01,HT0212-04,HT0111-03,180,-110,-0.99,-35.29
2020-04-01,HT0212-04,HT0112-01,520,10,0.33,2.13
2020-04-01,HT0212-04,HT0113-10,170,-60,-0.06,-22.93
2020-04-01,HT0212-04,HT0113-11,190,50,0.86,37.91
2020-04-01,HT0212-04,HT0114-01,100,30,1.49,64.1
2020-04-01,HT0212-04,HT0114-03,130,-40,-0.7,-24.09
2020-04-01,HT0212-04,HT0114-05,560,170,0.53,39.1
2020-04-01,HT0212-04,HT0117-01,200,-40,-0.8,-15.53
2020-04-01,HT0212-04,HT0117-02,80,30,1.67,64.77
2020-04-01,HT0212-04,HT0118-03,190,40,0.78,21.69
2020-04-01,HT0212-04,HT0118-04,130,30,1.36,43.86
2020-04-01,HT0212-04,HT0131-02,350,100,1.62,52.81
2020-04-01,HT0212-04,HT0131-03,130,20,0.52,17.41
2020-04-01,HT0212-04,HT0151-02,80,10,2.72,104.17
2020-04-01,HT0212-04,HT0311-02,70,40,1.49,53.57
2020-04-01,HT0212-05,HT0111-01,390,-110,-1.06,-20.03
2020-04-01,HT0212-05,HT0111-02,120,60,1.6,62.57
2020-04-01,HT0212-05,HT0111-03,130,-110,-1.07,-41.05
2020-04-01,HT0212-05,HT0112-01,360,-40,0,-8.19
2020-04-01,HT0212-05,HT0113-10,130,-50,-0.39,-28.02
2020-04-01,HT0212-05,HT0113-11,140,30,0.58,25.44
2020-04-01,HT0212-05,HT0114-01,70,20,1.06,52.91
2020-04-01,HT0212-05,HT0114-03,90,-50,-0.83,-31.25
2020-04-01,HT0212-05,HT0114-05,360,100,0.5,33.75
2020-04-01,HT0212-05,HT0117-01,140,-50,-1.05,-24.62
2020-04-01,HT0212-05,HT0117-02,60,20,1.4,55.47
2020-04-01,HT0212-05,HT0118-03,130,10,0.23,10.52
2020-04-01,HT0212-05,HT0118-04,90,10,0.96,26.97
2020-04-01,HT0212-05,HT0131-02,230,60,1.04,41.9
2020-04-01,HT0212-05,HT0131-03,80,10,0.16,9.8
2020-04-01,HT0213-01,HT0111-01,200,-50,-1.06,-17.79
2020-04-01,HT0213-01,HT0111-02,70,40,1.8,76.87
2020-04-01,HT0213-01,HT0111-03,90,-70,-0.9,-38.52
2020-04-01,HT0213-01,HT0112-01,160,0,0,-1.5
2020-04-01,HT0213-01,HT0113-10,110,-40,-0.17,-22.92
2020-04-01,HT0213-01,HT0113-11,140,30,0.69,29.01
2020-04-01,HT0213-01,HT0114-05,120,40,0.46,37.8
2020-04-01,HT0213-01,HT0117-01,80,-20,-0.7,-20.19
2020-04-01,HT0213-01,HT0131-02,90,30,1.43,53.83
2020-04-01,HT0213-02,HT0111-01,430,-110,-0.68,-18.71
2020-04-01,HT0213-02,HT0111-02,150,90,1.45,80.95
2020-04-01,HT0213-02,HT0111-03,190,-150,-1.17,-40.72
2020-04-01,HT0213-02,HT0112-01,340,-10,0.07,-2.57
2020-04-01,HT0213-02,HT0113-09,60,-30,-1.14,-29.22
2020-04-01,HT0213-02,HT0113-10,220,-90,-0.24,-27.36
2020-04-01,HT0213-02,HT0113-11,240,60,0.74,32.7
2020-04-01,HT0213-02,HT0114-01,70,20,1.59,61.44
2020-04-01,HT0213-02,HT0114-03,110,-40,-0.82,-25.24
2020-04-01,HT0213-02,HT0114-05,260,60,0.47,30.62
2020-04-01,HT0213-02,HT0117-01,170,-40,-0.91,-18.26
2020-04-01,HT0213-02,HT0117-02,60,20,1.58,53.18
2020-04-01,HT0213-02,HT0118-03,110,20,0.43,14.88
2020-04-01,HT0213-02,HT0118-04,70,20,1.01,39.74
2020-04-01,HT0213-02,HT0131-02,190,50,0.91,40.16
2020-04-01,HT0213-02,HT0131-03,60,10,0.33,16.13
2020-04-01,HT0213-02,HT0151-02,70,10,1.9,98.5
2020-04-01,HT0213-03,HT0111-01,100,-30,-0.79,-17.66
2020-04-01,HT0213-03,HT0112-01,80,0,0,-3.08
2020-04-01,HT0213-03,HT0113-10,60,-20,-0.21,-23.05
2020-04-01,HT0213-03,HT0113-11,80,20,0.89,29.94
2020-04-01,HT0213-03,HT0114-05,60,20,0.53,37.56
2020-04-01,HT0213-04,HT0111-01,170,-40,-0.73,-17.57
2020-04-01,HT0213-04,HT0111-02,60,30,1.83,80.3
2020-04-01,HT0213-04,HT0111-03,80,-60,-1.14,-37.69
2020-04-01,HT0213-04,HT0112-01,130,0,0.07,0.18
2020-04-01,HT0213-04,HT0113-10,100,-30,-0.07,-22.5
2020-04-01,HT0213-04,HT0113-11,120,30,0.75,33.4
2020-04-01,HT0213-04,HT0114-05,100,30,0.48,39.17
2020-04-01,HT0213-04,HT0117-01,70,-20,-0.75,-18.67
2020-04-01,HT0213-04,HT0131-02,70,20,1.55,51.84
2020-04-01,HT0214-01,HT0111-01,140,-20,-0.82,-12.78
2020-04-01,HT0214-01,HT0111-03,60,-40,-0.99,-35.45
2020-04-01,HT0214-01,HT0112-01,120,10,0.17,3.84
2020-04-01,HT0214-01,HT0113-10,70,-20,0,-17.08
2020-04-01,HT0214-01,HT0113-11,100,30,0.96,37.89
2020-04-01,HT0214-01,HT0114-05,100,40,0.72,48
2020-04-01,HT0214-01,HT0117-01,60,-10,-0.78,-14.2
2020-04-01,HT0214-01,HT0121-01,70,-20,0,-8.77
2020-04-01,HT0214-01,HT0131-02,80,30,1.3,59.62
2020-04-01,HT0214-01,HT0151-02,90,10,2.65,101.65
2020-04-01,HT0214-03,HT0111-01,120,-30,-0.96,-18.12
2020-04-01,HT0214-03,HT0112-01,100,0,0,-3.13
2020-04-01,HT0214-03,HT0113-10,60,-20,-0.28,-26.56
2020-04-01,HT0214-03,HT0113-11,80,20,0.67,28.11
2020-04-01,HT0214-03,HT0114-05,80,20,0.52,38.57
2020-04-01,HT0214-03,HT0121-01,70,-30,-0.17,-16.62
2020-04-01,HT0214-03,HT0131-02,60,20,1.18,44.56
2020-04-01,HT0214-03,HT0151-02,70,10,1.99,86.48
2020-04-01,HT0221-01,HT0111-01,70,-20,-0.85,-17
2020-04-01,HT0221-01,HT0112-01,60,0,0.03,-1.67
2020-04-01,HT0221-02,HT0111-01,150,-40,-0.97,-20.17
2020-04-01,HT0221-02,HT0111-03,60,-50,-1.1,-42.78
2020-04-01,HT0221-02,HT0112-01,130,-10,0,-5.23
2020-04-01,HT0221-02,HT0113-10,80,-30,-0.24,-27.86
2020-04-01,HT0221-02,HT0113-11,100,20,0.73,26.71
2020-04-01,HT0221-02,HT0114-05,110,30,0.52,37.5
2020-04-01,HT0221-02,HT0117-01,60,-20,-0.86,-24.65
2020-04-01,HT0221-02,HT0121-01,60,-30,-0.22,-21.01
2020-04-01,HT0221-02,HT0123-01,60,40,1.15,48.25
2020-04-01,HT0221-02,HT0123-07,70,60,2.77,69.47
2020-04-01,HT0221-02,HT0131-02,90,20,1.27,42.87
2020-04-01,HT0221-02,HT0151-02,110,10,1.69,67.52
2020-04-01,HT0221-05,HT0111-01,120,-40,-0.85,-20.73
2020-04-01,HT0221-05,HT0112-01,100,-10,0,-5.88
2020-04-01,HT0221-05,HT0113-10,60,-30,-0.25,-29.49
2020-04-01,HT0221-05,HT0113-11,80,20,0.6,24.79
2020-04-01,HT0221-05,HT0114-05,90,20,0.46,31.06
2020-04-01,HT0221-05,HT0122-11,70,-100,-1.25,-40.57
2020-04-01,HT0221-05,HT0123-01,70,50,1.18,46.99
2020-04-01,HT0221-05,HT0131-02,70,20,0.83,39.25
2020-04-01,HT0221-05,HT0151-02,120,10,1.89,68.52
2020-04-01,HT0221-08,HT0111-01,100,-20,-0.62,-14.46
2020-04-01,HT0221-08,HT0112-01,90,0,0.14,-0.33
2020-04-01,HT0221-08,HT0113-11,60,20,0.89,38.63
2020-04-01,HT0221-08,HT0114-05,80,20,0.52,38.03
2020-04-01,HT0221-08,HT0122-11,90,-90,-1.02,-31.64
2020-04-01,HT0221-08,HT0131-02,60,20,1.55,53.06
2020-04-01,HT0221-08,HT0151-02,120,10,2.15,81.48
2020-04-01,HT0221-09,HT0111-01,130,-40,-0.72,-20.85
2020-04-01,HT0221-09,HT0112-01,110,0,0,-3.05
2020-04-01,HT0221-09,HT0113-10,60,-20,-0.18,-26.92
2020-04-01,HT0221-09,HT0113-11,80,20,0.7,27.04
2020-04-01,HT0221-09,HT0114-05,100,30,0.44,35.02
2020-04-01,HT0221-09,HT0122-11,90,-100,-1.14,-34.59
2020-04-01,HT0221-09,HT0123-01,60,50,1.5,61.89
2020-04-01,HT0221-09,HT0131-02,80,20,1.04,48.62
2020-04-01,HT0221-09,HT0151-02,140,10,2.15,79.92
2020-04-01,HT0222-01,HT0111-01,140,-40,-0.81,-18.94
2020-04-01,HT0222-01,HT0111-03,60,-40,-1,-39.31
2020-04-01,HT0222-01,HT0112-01,120,0,0.01,-2.11
2020-04-01,HT0222-01,HT0113-10,70,-30,-0.22,-25.85
2020-04-01,HT0222-01,HT0113-11,90,20,0.69,28.65
2020-04-01,HT0222-01,HT0114-05,110,30,0.48,34.35
2020-04-01,HT0222-01,HT0117-01,60,-20,-0.81,-22.68
2020-04-01,HT0222-01,HT0122-11,100,-110,-1,-34.11
2020-04-01,HT0222-01,HT0131-02,90,20,1.43,48.55
2020-04-01,HT0222-01,HT0151-02,190,20,2.58,77.28
2020-04-01,HT0222-02,HT0111-01,60,-10,-0.68,-18.32
2020-04-01,HT0222-02,HT0151-02,70,10,2.52,93.63
2020-04-01,HT0222-06,HT0111-01,70,-20,-0.71,-19.64
2020-04-01,HT0222-06,HT0112-01,60,0,0.08,0.5
2020-04-01,HT0222-06,HT0114-05,60,20,0.51,37.67
2020-04-01,HT0222-06,HT0151-02,100,10,2.01,70.94
2020-04-01,HT0231-01,HT0111-01,250,-50,-0.71,-15.36
2020-04-01,HT0231-01,HT0111-02,80,50,1.75,82.53
2020-04-01,HT0231-01,HT0111-03,90,-60,-1.11,-37.05
2020-04-01,HT0231-01,HT0112-01,250,10,0.21,3.01
2020-04-01,HT0231-01,HT0113-10,90,-30,-0.13,-23.68
2020-04-01,HT0231-01,HT0113-11,100,30,0.79,38.22
2020-04-01,HT0231-01,HT0114-03,60,-20,-0.72,-23.17
2020-04-01,HT0231-01,HT0114-05,300,90,0.48,36.58
2020-04-01,HT0231-01,HT0117-01,100,-20,-0.8,-17.68
2020-04-01,HT0231-01,HT0118-03,90,20,0.67,19.11
2020-04-01,HT0231-01,HT0118-04,70,20,1.04,39.4
2020-04-01,HT0231-01,HT0131-02,200,60,1.21,50.31
2020-04-01,HT0231-01,HT0131-03,80,10,0.48,17.03
2020-04-01,HT0231-02,HT0111-01,310,-50,-0.85,-12.66
2020-04-01,HT0231-02,HT0111-02,90,60,1.95,83.42
2020-04-01,HT0231-02,HT0111-03,110,-70,-0.83,-37.31
2020-04-01,HT0231-02,HT0112-01,310,0,0.11,-0.76
2020-04-01,HT0231-02,HT0113-10,110,-30,-0.21,-19.98
2020-04-01,HT0231-02,HT0113-11,120,30,0.87,33.98
2020-04-01,HT0231-02,HT0114-03,70,-20,-0.69,-23.59
2020-04-01,HT0231-02,HT0114-05,360,120,0.74,48.27
2020-04-01,HT0231-02,HT0117-01,120,-30,-0.67,-16.08
2020-04-01,HT0231-02,HT0118-03,120,30,0.89,26.24
2020-04-01,HT0231-02,HT0118-04,90,20,1.4,51.24
2020-04-01,HT0231-02,HT0131-02,260,80,1.86,56.66
2020-04-01,HT0231-02,HT0131-03,110,20,0.41,16.93
2020-04-01,HT0231-02,HT0311-02,60,30,1.85,55.57
2020-04-01,HT0231-03,HT0111-01,70,-20,-0.82,-19.28
2020-04-01,HT0231-03,HT0112-01,60,0,0,-1.72
2020-04-01,HT0231-03,HT0114-05,70,20,0.46,34.71
2020-04-01,HT0231-03,HT0131-02,60,20,1.81,55.89
2020-04-01,HT0231-04,HT0111-01,280,-90,-0.78,-22.27
2020-04-01,HT0231-04,HT0111-02,90,50,1.49,68.43
2020-04-01,HT0231-04,HT0111-03,100,-90,-1.07,-43.39
2020-04-01,HT0231-04,HT0112-01,270,-30,0,-9.31
2020-04-01,HT0231-04,HT0113-10,100,-40,-0.29,-25.71
2020-04-01,HT0231-04,HT0113-11,120,20,0.55,21.2
2020-04-01,HT0231-04,HT0114-03,60,-30,-0.98,-27.65
2020-04-01,HT0231-04,HT0114-05,300,80,0.39,32.23
2020-04-01,HT0231-04,HT0117-01,110,-30,-1.04,-21.72
2020-04-01,HT0231-04,HT0118-03,100,10,0.36,12.44
2020-04-01,HT0231-04,HT0118-04,80,20,1.24,34.98
2020-04-01,HT0231-04,HT0131-02,230,60,1.32,47.99
2020-04-01,HT0231-04,HT0131-03,90,10,0.18,13.7
2020-04-01,HT0231-04,HT0151-02,60,10,2.09,81.48
2020-04-01,HT0231-04,HT0311-02,60,30,1.43,49.12
2020-04-01,HT0231-05,HT0111-01,240,-70,-0.94,-19.73
2020-04-01,HT0231-05,HT0111-02,70,40,1.64,72.72
2020-04-01,HT0231-05,HT0111-03,90,-70,-0.99,-41.3
2020-04-01,HT0231-05,HT0112-01,230,-10,0,-4.72
2020-04-01,HT0231-05,HT0113-10,90,-40,-0.18,-26.86
2020-04-01,HT0231-05,HT0113-11,100,20,0.59,28.59
2020-04-01,HT0231-05,HT0114-05,240,60,0.42,32.89
2020-04-01,HT0231-05,HT0117-01,100,-30,-0.76,-21.29
2020-04-01,HT0231-05,HT0118-03,90,10,0.51,15.89
2020-04-01,HT0231-05,HT0118-04,60,10,1.17,36.33
2020-04-01,HT0231-05,HT0131-02,190,50,1.15,44.68
2020-04-01,HT0231-05,HT0131-03,70,10,0.2,9.92
2020-04-01,HT0231-05,HT0311-02,60,30,1.34,46.59
2020-04-01,HT0231-06,HT0111-01,100,-20,-0.73,-16.79
2020-04-01,HT0231-06,HT0112-01,90,0,0.16,-0.97
2020-04-01,HT0231-06,HT0114-05,100,30,0.49,36.28
2020-04-01,HT0231-06,HT0131-02,80,20,0.96,44.77
2020-04-01,HT0231-07,HT0111-01,150,-30,-0.6,-14.03
2020-04-01,HT0231-07,HT0111-03,60,-40,-0.93,-38.09
2020-04-01,HT0231-07,HT0112-01,150,10,0.25,4.64
2020-04-01,HT0231-07,HT0113-10,60,-20,-0.09,-23.23
2020-04-01,HT0231-07,HT0113-11,70,20,0.92,40.54
